conversation_id_str,created_at,full_text,in_reply_to_screen_name,lang,retweet_count,tweet_url,user_id_str,username,label_pakar,full_text_bersih
2.04463e+18,2026-04-16T04:31:58.000Z,"Seekor ular piton sepanjang 6 meter dievakuasi petugas Pemadam Kebakaran dari rumah panggung warga di Jalan Antang, Makassar, Rabu (15/4/2026). Proses penanganan berlangsung dramatis selama satu jam karena ular bersikap agresif dan melilit kuat pada struktur kayu bangunan, https://t.co/w1wU0WuuF0",,in,0,https://x.com/Beritasatu/status/2044634882467639738,154102750.0,Beritasatu,positif,"Seekor ular piton sepanjang 6 meter dievakuasi petugas Pemadam Kebakaran dari rumah panggung warga di Jalan Antang, Makassar, Rabu (15/4/2026). Proses penanganan berlangsung dramatis selama satu jam karena ular bersikap agresif dan melilit kuat pada struktur kayu bangunan, https://t.co/w1wU0WuuF0"
2.05317e+18,2026-05-11T01:32:37.000Z,"@tanyakanrl Cuman ngerekam, ngedit, sama arrange skejul aja intinya. Nyupir geh tinggal nyetir, tiap hari jg nyetir. Petani ama damkar, lu kata kerjaannya kaga palugada?

Cuman karna lu gabisa kerja banyak dan gabisa multitasking, jangan lu pikir semua org kek elu. Validasi sampah apa ini...",tanyakanrl,in,0,https://x.com/creamfie/status/2053649444139307138,1.29866e+18,creamfie,netral,"@tanyakanrl Cuman ngerekam, ngedit, sama arrange skejul aja intinya. Nyupir geh tinggal nyetir, tiap hari jg nyetir. Petani ama damkar, lu kata kerjaannya kaga palugada?

Cuman karna lu gabisa kerja banyak dan gabisa multitasking, jangan lu pikir semua org kek elu. Validasi sampah apa ini..."
2.05113e+18,2026-05-04T10:16:50.000Z,"@Lase32029 Kamu merasa terganggu saat ambulans minta jalurmu disalip, kamu bisa bertahan. Tapi jangan kira kamu bisa melakukan hal yang sama dengan mobil damkar yang sedang ""on fire"" tidak peduli kamu dari langit ketujuh pasti akan ditabrak kalau bertahan di depannya",Lase32029,in,1,https://x.com/goroositoo/status/2051244653358522595,9.43118e+17,goroositoo,positif,"@Lase32029 Kamu merasa terganggu saat ambulans minta jalurmu disalip, kamu bisa bertahan. Tapi jangan kira kamu bisa melakukan hal yang sama dengan mobil damkar yang sedang ""on fire"" tidak peduli kamu dari langit ketujuh pasti akan ditabrak kalau bertahan di depannya"
2.0537e+18,2026-05-11T06:38:42.000Z,"@vincentrcrd @BudiBukanIntel Silakan coba buka-buka contoh kasus damkar era harry sabarno, atau transjakarta era jokowi. Dan posisi konsultan di kasus itu",vincentrcrd,in,0,https://x.com/afathngantuk/status/2053726476059709835,1370954100.0,afathngantuk,netral,"@vincentrcrd @BudiBukanIntel Silakan coba buka-buka contoh kasus damkar era harry sabarno, atau transjakarta era jokowi. Dan posisi konsultan di kasus itu"
2.05292e+18,2026-05-10T03:02:40.000Z,@heyydwig bawa damkar dong,heyydwig,in,0,https://x.com/xyogzz_/status/2053309719029465586,1.40093e+18,xyogzz_,positif,@heyydwig bawa damkar dong
2.04822e+18,2026-04-26T01:45:51.000Z,"DC Pinjol yang Kerjai Damkar Tagih Hutang, Gantian di Kerjai dihukum Cosplay jadi Pemadam https://t.co/XLZaSjHsjI",,in,22,https://x.com/Jateng_Twit/status/2048216957921677511,785145642.0,Jateng_Twit,netral,"DC Pinjol yang Kerjai Damkar Tagih Hutang, Gantian di Kerjai dihukum Cosplay jadi Pemadam https://t.co/XLZaSjHsjI"
2.05131e+18,2026-05-04T14:31:30.000Z,"Info kebakaran malam ini lurr lokasi di metro sport center Peterongan sebelah java mall Semarang.

Saat ini api sudah falam penanggan pihak damkar. Kejadian 4 mei 2026 https://t.co/52VrtHbxJM",,in,6,https://x.com/Jateng_Twit/status/2051308743477059857,785145642.0,Jateng_Twit,positif,"Info kebakaran malam ini lurr lokasi di metro sport center Peterongan sebelah java mall Semarang.

Saat ini api sudah falam penanggan pihak damkar. Kejadian 4 mei 2026 https://t.co/52VrtHbxJM"
2.04974e+18,2026-04-30T06:19:45.000Z,"Petugas pemadam kebakaran Jakarta hingga saat ini masih berupaya mengevakuasi penghuni Apartemen Mediterania di Tanjung Duren, Grogol Petamburan, Jakarta Barat. Beberapa penghuni masih terjebak di dalam apartemen.

&gt;&gt; https://t.co/z7NC0fX2yZ https://t.co/QKBoXFzjgX",,in,13,https://x.com/detikcom/status/2049735439662317853,69183155.0,detikcom,positif,"Petugas pemadam kebakaran Jakarta hingga saat ini masih berupaya mengevakuasi penghuni Apartemen Mediterania di Tanjung Duren, Grogol Petamburan, Jakarta Barat. Beberapa penghuni masih terjebak di dalam apartemen.

&gt;&gt; https://t.co/z7NC0fX2yZ https://t.co/QKBoXFzjgX"
2.05346e+18,2026-05-10T13:08:09.000Z,"@munvess hello, ayo jbjb sampai dipisahkan damkar.",munvess,in,0,https://x.com/daffodiloe/status/2053462093446410584,1246252406.0,daffodiloe,netral,"@munvess hello, ayo jbjb sampai dipisahkan damkar."
1.81102e+18,2026-05-06T14:51:15.000Z,@twentyfouryaz NGAPA ADA DAMKAR JIRðŸ˜­ðŸ˜­,twentyfouryaz,in,0,https://x.com/blushieecheeks/status/2052038488833622427,2.0348e+18,blushieecheeks,netral,@twentyfouryaz NGAPA ADA DAMKAR JIRðŸ˜­ðŸ˜­
2.048e+18,2026-04-25T11:30:00.000Z,"Dinas Pemadam Kebakaran Kota Semarang menempuh jalur hukum setelah diprank laporan palsu kebakaran yang diduga dilakukan debt collector (DC) pinjaman online untuk menekan korban utang.

""Kami tidak bisa menerima tindakan seperti ini. Layanan kedaruratan seharusnya digunakan untuk https://t.co/RfIWNCQ5xO",,in,23,https://x.com/akuratco/status/2048001576883957767,7.86549e+17,akuratco,netral,"Dinas Pemadam Kebakaran Kota Semarang menempuh jalur hukum setelah diprank laporan palsu kebakaran yang diduga dilakukan debt collector (DC) pinjaman online untuk menekan korban utang.

""Kami tidak bisa menerima tindakan seperti ini. Layanan kedaruratan seharusnya digunakan untuk https://t.co/RfIWNCQ5xO"
2.05149e+18,2026-05-05T03:36:52.000Z,@mrchristwibowo Langsung tlp damkar ajahhhh,mrchristwibowo,in,0,https://x.com/LexMarteg/status/2051506385163264069,335212065.0,LexMarteg,positif,@mrchristwibowo Langsung tlp damkar ajahhhh
2.05189e+18,2026-05-06T05:19:47.000Z,"Kafe di Jalan Kuini Pekanbaru Terbakar, Damkar Kerahkan Lima Mobil Pemadam https://t.co/6YHEiaSayu",,in,0,https://x.com/GoRiauCom/status/2051894676832358443,1632918924.0,GoRiauCom,positif,"Kafe di Jalan Kuini Pekanbaru Terbakar, Damkar Kerahkan Lima Mobil Pemadam https://t.co/6YHEiaSayu"
2.04182e+18,2026-04-08T10:25:23.000Z,"Petugas pemadam kebakaran (damkar) bernama Bimo Margo Hutomo (29) jadi korban begal di Jalan KH Hasyim Ashari, Cideng, Gambir, Jakarta Pusat. Korban mengalami luka di kepala, muka, sampai tangan, usai dianiaya sekelompok begal.

Peristiwa ini terjadi pada Kamis (2/4) dini hari https://t.co/VYbzB58Lhb",,in,13,https://x.com/kumparan/status/2041824721835319580,7.59693e+17,kumparan,netral,"Petugas pemadam kebakaran (damkar) bernama Bimo Margo Hutomo (29) jadi korban begal di Jalan KH Hasyim Ashari, Cideng, Gambir, Jakarta Pusat. Korban mengalami luka di kepala, muka, sampai tangan, usai dianiaya sekelompok begal.

Peristiwa ini terjadi pada Kamis (2/4) dini hari https://t.co/VYbzB58Lhb"
2.05225e+18,2026-05-07T04:51:00.000Z,"Video seorang pemotor yang pingsan saat berhenti di simpang empat DPRD Gunungkidul viral di media sosial. Damkarmat menyebut pemotor itu merupakan anggotanya dan memiliki riwayat sakit jantung.

Via @detikjogja_
https://t.co/7CFnrvZXWq",,in,0,https://x.com/detikcom/status/2052249817934331970,69183155.0,detikcom,netral,"Video seorang pemotor yang pingsan saat berhenti di simpang empat DPRD Gunungkidul viral di media sosial. Damkarmat menyebut pemotor itu merupakan anggotanya dan memiliki riwayat sakit jantung.

Via @detikjogja_
https://t.co/7CFnrvZXWq"
2.05118e+18,2026-05-04T06:29:06.000Z,"@apalagijuni iyaa, damkar emang yang terbaik",apalagijuni,in,0,https://x.com/mudahtertawa_/status/2051187344951431554,1.53927e+18,mudahtertawa_,positif,"@apalagijuni iyaa, damkar emang yang terbaik"
2.04652e+18,2026-05-04T15:16:31.000Z,"@Jukhwi @_ Aihh masa sih keren, kerenan dd deh rasanya. GUD IDE??? Nanti aku bawa selang damkar ya biar kalau ada yang mau memisahkan, kita semprot duluan! Kalau aku ttori yang artinya anak ayam, kata orang orang aku mirip ayam dd apakah benar?",Jukhwi,in,0,https://x.com/leesohem/status/2051320071101030615,2333671272.0,leesohem,netral,"@Jukhwi @_ Aihh masa sih keren, kerenan dd deh rasanya. GUD IDE??? Nanti aku bawa selang damkar ya biar kalau ada yang mau memisahkan, kita semprot duluan! Kalau aku ttori yang artinya anak ayam, kata orang orang aku mirip ayam dd apakah benar?"
2.0533e+18,2026-05-10T05:11:57.000Z,@cahyanicuy @wooforseokk pak damkar tolong bangun pos di samping balai istana â˜ºï¸,cahyanicuy,in,0,https://x.com/rtnmrty/status/2053342253578682658,248581407.0,rtnmrty,positif,@cahyanicuy @wooforseokk pak damkar tolong bangun pos di samping balai istana â˜ºï¸
2.05327e+18,2026-05-10T09:51:53.000Z,@Naandaa27 Tambah damkar juga,Naandaa27,in,0,https://x.com/Draprayogi/status/2053412701167362055,1116793544.0,Draprayogi,positif,@Naandaa27 Tambah damkar juga
2.05156e+18,2026-05-05T07:16:47.000Z,"Kapolsek Pesanggrahan bersama anggota kepolisian dan petugas pemadam kebakaran (Damkar) menunjukkan respon cepat dan kepedulian tinggi dengan melaksanakan evakuasi warga terdampak di Perumahan Sangrila 2, Jl. Sakti Raya RT 005/06, Kelurahan Petukangan Selatan, https://t.co/Q298NMTvnN",,in,0,https://x.com/polisijaksel/status/2051561729050788089,7.79324e+17,polisijaksel,positif,"Kapolsek Pesanggrahan bersama anggota kepolisian dan petugas pemadam kebakaran (Damkar) menunjukkan respon cepat dan kepedulian tinggi dengan melaksanakan evakuasi warga terdampak di Perumahan Sangrila 2, Jl. Sakti Raya RT 005/06, Kelurahan Petukangan Selatan, https://t.co/Q298NMTvnN"
2.05192e+18,2026-05-06T07:46:40.000Z,@Ibenkkkkkkkk Minta izin damkar aja bisa ga sih?,Ibenkkkkkkkk,in,0,https://x.com/laufeysonnn_/status/2051931640482717810,1324522632.0,laufeysonnn_,positif,@Ibenkkkkkkkk Minta izin damkar aja bisa ga sih?
2.05117e+18,2026-05-04T05:23:23.000Z,"Kapolres Tuban beserta staf dan jajaran, mengucapkan :

""Selamat Hari Pemadam Kebakaran Internasional"" https://t.co/M4b4qudqrW",,in,0,https://x.com/Suwono17478413/status/2051170805858582942,1.45014e+18,Suwono17478413,positif,"Kapolres Tuban beserta staf dan jajaran, mengucapkan :

""Selamat Hari Pemadam Kebakaran Internasional"" https://t.co/M4b4qudqrW"
2.05241e+18,2026-05-10T02:51:53.000Z,"@ellagqross @_ Salam kenal, halo ayas noona! Padahal panggil damkar bisa buat ngapain aja lho noon, misalnya suatu hari nanti kalo noona lagi sendirian, noona bisa minta temenin mereka. Ada, jawabannya ACAI naega maneun cowahe. Kalo ini sih setiap situasi wajib ada. Noona sendiri gimana?",ellagqross,in,0,https://x.com/vseonghyeon/status/2053307007730597945,7.87621e+17,vseonghyeon,positif,"@ellagqross @_ Salam kenal, halo ayas noona! Padahal panggil damkar bisa buat ngapain aja lho noon, misalnya suatu hari nanti kalo noona lagi sendirian, noona bisa minta temenin mereka. Ada, jawabannya ACAI naega maneun cowahe. Kalo ini sih setiap situasi wajib ada. Noona sendiri gimana?"
2.05371e+18,2026-05-11T06:02:00.000Z,@MamaLemonmoh @damkar_RI 1 orang damkar lebih berguna dari 10 polisi dan 10 TNI,MamaLemonmoh,in,0,https://x.com/abdulmukti691/status/2053717238272946530,1.60377e+18,abdulmukti691,positif,@MamaLemonmoh @damkar_RI 1 orang damkar lebih berguna dari 10 polisi dan 10 TNI
2.0428e+18,2026-04-11T02:42:15.000Z,"Telah terjadi kebakaran rumah pada Sabtu, 11 April 2026 sekitar pukul 08.10 WIB di kawasan PoJ City, Kota Semarang. Kejadian ini pertama kali dilaporkan oleh Ibu Yovita. Menindaklanjuti laporan tersebut, petugas segera mengerahkan sejumlah armada pemadam kebakaran #kebakaran https://t.co/KJj2Dyq2jB",,in,0,https://x.com/elshinta_smg/status/2042795332954919138,7.7559e+17,elshinta_smg,positif,"Telah terjadi kebakaran rumah pada Sabtu, 11 April 2026 sekitar pukul 08.10 WIB di kawasan PoJ City, Kota Semarang. Kejadian ini pertama kali dilaporkan oleh Ibu Yovita. Menindaklanjuti laporan tersebut, petugas segera mengerahkan sejumlah armada pemadam kebakaran #kebakaran https://t.co/KJj2Dyq2jB"
2.0537e+18,2026-05-11T05:24:07.000Z,@interaiksi Liatt yg pertama ak sampe mnta tlong Damkar ðŸ˜­ðŸ™,interaiksi,in,0,https://x.com/danskuss/status/2053707705035161785,742280226.0,danskuss,positif,@interaiksi Liatt yg pertama ak sampe mnta tlong Damkar ðŸ˜­ðŸ™
2.05155e+18,2026-05-05T13:43:30.000Z,"@WatchmenID saya malah kasihan, karena tiap hari harus ngangkat selang damkar. berat.",WatchmenID,in,0,https://x.com/enasdhuhri/status/2051659052590235823,324628717.0,enasdhuhri,positif,"@WatchmenID saya malah kasihan, karena tiap hari harus ngangkat selang damkar. berat."
2.05156e+18,2026-05-05T10:04:08.000Z,"@Xbacottetangga ITULAH KALAU NAMA BAIK DIPERTAHANKAN. KETIKA TERJADI SESUATU MUSIBAH ORG LAIN DENGAN TULUS MEMBANTU. 
SEMOGA TETAP JAYA DAMKAR. 
BEDA DENGAN YG NGANU.. KALAU MUSIBAH KITA TAKUT DIJADIKAN TRRSANGKAAAAâ€¦ MENDING KABOORRR",Xbacottetangga,in,16,https://x.com/GMCsuburbanv8/status/2051603845558743129,1.95446e+18,GMCsuburbanv8,positif,"@Xbacottetangga ITULAH KALAU NAMA BAIK DIPERTAHANKAN. KETIKA TERJADI SESUATU MUSIBAH ORG LAIN DENGAN TULUS MEMBANTU. 
SEMOGA TETAP JAYA DAMKAR. 
BEDA DENGAN YG NGANU.. KALAU MUSIBAH KITA TAKUT DIJADIKAN TRRSANGKAAAAâ€¦ MENDING KABOORRR"
2.05122e+18,2026-05-04T10:14:39.000Z,@isnoear Legal. Mereka kan kena kasus soal yg order fiktif damkar kemarin kak si DC nya hahaha,isnoear,in,0,https://x.com/bismillahyuk_/status/2051244104210858102,2.02468e+18,bismillahyuk_,netral,@isnoear Legal. Mereka kan kena kasus soal yg order fiktif damkar kemarin kak si DC nya hahaha
2.05163e+18,2026-05-05T12:22:43.000Z,@mondeckadiiv Untung kaga ditelfon sama damkar ðŸ˜­,mondeckadiiv,in,0,https://x.com/myshawti/status/2051638720496037951,1.15687e+18,myshawti,netral,@mondeckadiiv Untung kaga ditelfon sama damkar ðŸ˜­
2.05113e+18,2026-05-04T06:20:52.000Z,"@tanyarlfes Maaf, selain dia, sebaiknya juga telpon damkar atau no hotline polisi, bukan kemarin ada yg telpon no hotline polisi karena belom makan, polisi benar datang ke ruangan ibu tersebut antr makanan, di Banda Aceh,, jgn tunggu ada yg meninggal, gak usah malu, ada nyawa ibu",tanyarlfes,in,2,https://x.com/mimimarisa611/status/2051185269177815152,2.00189e+18,mimimarisa611,positif,"@tanyarlfes Maaf, selain dia, sebaiknya juga telpon damkar atau no hotline polisi, bukan kemarin ada yg telpon no hotline polisi karena belom makan, polisi benar datang ke ruangan ibu tersebut antr makanan, di Banda Aceh,, jgn tunggu ada yg meninggal, gak usah malu, ada nyawa ibu"
2.0534e+18,2026-05-10T09:32:29.000Z,@kaptentro sudah saatnya panggil damkar untuk padamkan,kaptentro,in,0,https://x.com/skyyblueeue/status/2053407821543461107,1.87066e+18,skyyblueeue,positif,@kaptentro sudah saatnya panggil damkar untuk padamkan
2.04857e+18,2026-04-27T01:17:00.000Z,"Nasib Bone DC yang Viral Prank Damkar Semarang, Disuruh Jadi Petugas Pemadam Dadakan hingga Dipecat

https://t.co/MDxJJVaBco",,in,0,https://x.com/tribunnews/status/2048572084431827129,124171593.0,tribunnews,netral,"Nasib Bone DC yang Viral Prank Damkar Semarang, Disuruh Jadi Petugas Pemadam Dadakan hingga Dipecat

https://t.co/MDxJJVaBco"
2.05331e+18,2026-05-10T06:02:00.000Z,"@Iyangapril_ Antara ambulance sama damkar dulu, tapi kalo ambulancenya bawa mayat ya dahulukan damkar.",Iyangapril_,in,0,https://x.com/RA_besarrr/status/2053354851699179969,2737197288.0,RA_besarrr,positif,"@Iyangapril_ Antara ambulance sama damkar dulu, tapi kalo ambulancenya bawa mayat ya dahulukan damkar."
2.05314e+18,2026-05-11T00:44:07.000Z,@is_pelssy Panggil damkar,is_pelssy,in,0,https://x.com/noegroho_basuki/status/2053637240019190192,1.60359e+18,noegroho_basuki,positif,@is_pelssy Panggil damkar
2.04967e+18,2026-04-30T01:46:39.000Z,"Seorang petugas kebersihan MRT jadi sorotan setelah terekam mengikuti gerakan senam dari atas area fasilitas. 

Saat itu, petugas pemadam kebakaran sedang melakukan latihan kebugaran di bawah stasiun.

Dalam video yang beredar, pria tersebut terlihat menirukan gerakan dengan https://t.co/0VPZoQsMVg",,in,2,https://x.com/inilahdotcom/status/2049666711096627287,46693036.0,inilahdotcom,netral,"Seorang petugas kebersihan MRT jadi sorotan setelah terekam mengikuti gerakan senam dari atas area fasilitas. 

Saat itu, petugas pemadam kebakaran sedang melakukan latihan kebugaran di bawah stasiun.

Dalam video yang beredar, pria tersebut terlihat menirukan gerakan dengan https://t.co/0VPZoQsMVg"
2.0537e+18,2026-05-11T06:36:54.000Z,@SaulRaja Lagi di DAMKAR bang,SaulRaja,in,0,https://x.com/epilokc/status/2053726019560022523,2.04607e+18,epilokc,netral,@SaulRaja Lagi di DAMKAR bang
2.0435e+18,2026-04-13T01:30:00.000Z,"Seorang anggota pemadam kebakaran di Pos Pinang, Kota Tangerang, dilaporkan menjadi korban pem*kulan oleh seorang pria yang datang bersama dua orang lainnya.

#ForYourInformation #CariBeritaditvOne #PosDamkar #ViralTangerang #PetugasDamkar #FYI05 #ZA03 https://t.co/FOCntvquYd",,in,3,https://x.com/tvOneNews/status/2043501926285971556,55507370.0,tvOneNews,netral,"Seorang anggota pemadam kebakaran di Pos Pinang, Kota Tangerang, dilaporkan menjadi korban pem*kulan oleh seorang pria yang datang bersama dua orang lainnya.

#ForYourInformation #CariBeritaditvOne #PosDamkar #ViralTangerang #PetugasDamkar #FYI05 #ZA03 https://t.co/FOCntvquYd"
2.05148e+18,2026-05-05T01:44:39.000Z,"Respons cepat kesiapsiagaan.
Pemkot Batu mengimbau tempat wisata &amp; penginapan pasang Smart Button Emergency Kebakaran
ðŸ“Œ Batas pemasangan: Desember 2026
ðŸ“ž 0811-3114-9113 / 0341-512111
ðŸ“§ damkar.batu@gmail.com

#PemkotBatu #KotaBatu #DamkarKotaBatu #SmartButtonEmergency #MbatuSae https://t.co/byXWiQ1jR7",,in,0,https://x.com/pemkotbatukota/status/2051478148542603325,8.16646e+17,pemkotbatukota,positif,"Respons cepat kesiapsiagaan.
Pemkot Batu mengimbau tempat wisata &amp; penginapan pasang Smart Button Emergency Kebakaran
ðŸ“Œ Batas pemasangan: Desember 2026
ðŸ“ž 0811-3114-9113 / 0341-512111
ðŸ“§ damkar.batu@gmail.com

#PemkotBatu #KotaBatu #DamkarKotaBatu #SmartButtonEmergency #MbatuSae https://t.co/byXWiQ1jR7"
2.05192e+18,2026-05-06T07:01:25.000Z,"Dinas Satpol dan Damkar Kota Sukabumi perkuat kolaborasi dengan KPPBC TMP A Bogor, dalam pemberantasan peredaran rokok ilegal.
Berita : https://t.co/KZcikh79E0 https://t.co/PNHUL7PzGB",,in,0,https://x.com/Pemkot_Sukabumi/status/2051920250015482214,2997769430.0,Pemkot_Sukabumi,positif,"Dinas Satpol dan Damkar Kota Sukabumi perkuat kolaborasi dengan KPPBC TMP A Bogor, dalam pemberantasan peredaran rokok ilegal.
Berita : https://t.co/KZcikh79E0 https://t.co/PNHUL7PzGB"
2.05329e+18,2026-05-10T03:36:15.000Z,"@RagilSemar Damkar, ikhlas lah pokoknya pajak gw buat bayar damkar",RagilSemar,in,0,https://x.com/Zhe_LeeCrystal/status/2053318169704693808,1.72212e+18,Zhe_LeeCrystal,positif,"@RagilSemar Damkar, ikhlas lah pokoknya pajak gw buat bayar damkar"
2.05172e+18,2026-05-05T17:55:08.000Z,"Ucapan Terimakasih Kepada Bapak Presiden Atas Bantuan Mobil Damkar di Jajaran Kodam XII/Tpr.

@Puspen_TNI @tni_ad #tniprima #tniadprima #tnirakyatkuat #indonesiaemas2045 #kodamtanjungpura https://t.co/PzR7O9RFWU",,in,0,https://x.com/Kodam12Tpr/status/2051722375356686793,1.44899e+18,Kodam12Tpr,positif,"Ucapan Terimakasih Kepada Bapak Presiden Atas Bantuan Mobil Damkar di Jajaran Kodam XII/Tpr.

@Puspen_TNI @tni_ad #tniprima #tniadprima #tnirakyatkuat #indonesiaemas2045 #kodamtanjungpura https://t.co/PzR7O9RFWU"
2.05137e+18,2026-05-05T13:05:25.000Z,"@baseconvo Kalau aku ada 5 kak.
1. Tenaga Pendidik
2. Damkar
3. Timsar
4. Nakes
5. KAI",baseconvo,in,10,https://x.com/2And1__131722/status/2051649468072931341,9.74552e+17,2And1__131722,positif,"@baseconvo Kalau aku ada 5 kak.
1. Tenaga Pendidik
2. Damkar
3. Timsar
4. Nakes
5. KAI"
