conversation_id_str,created_at,full_text,in_reply_to_screen_name,lang,retweet_count,tweet_url,user_id_str,username,label_pakar,full_text_bersih,text_clean,text_normal,text_stopword,text_stemmed,skor_sentimen,label_sentimen,label_otomatis,label_prediksi_nb,label_prediksi_svm
2.05317e+18,2026-05-11T01:32:37.000Z,"@tanyakanrl Cuman ngerekam, ngedit, sama arrange skejul aja intinya. Nyupir geh tinggal nyetir, tiap hari jg nyetir. Petani ama damkar, lu kata kerjaannya kaga palugada?

Cuman karna lu gabisa kerja banyak dan gabisa multitasking, jangan lu pikir semua org kek elu. Validasi sampah apa ini...",tanyakanrl,in,0,https://x.com/creamfie/status/2053649444139307138,1.29866e+18,creamfie,netral,"@tanyakanrl Cuman ngerekam, ngedit, sama arrange skejul aja intinya. Nyupir geh tinggal nyetir, tiap hari jg nyetir. Petani ama damkar, lu kata kerjaannya kaga palugada?

Cuman karna lu gabisa kerja banyak dan gabisa multitasking, jangan lu pikir semua org kek elu. Validasi sampah apa ini...",cuman ngerekam ngedit sama arrange skejul aja intinya nyupir geh tinggal nyetir tiap hari jg nyetir petani ama damkar lu kata kerjaannya kaga palugada cuman karna lu gabisa kerja banyak dan gabisa multitasking jangan lu pikir semua org kek elu validasi sampah apa ini,cuman ngerekam ngedit sama arrange skejul aja intinya nyupir geh tinggal nyetir tiap hari juga nyetir petani ama damkar lu kata kerjaannya kaga palugada cuman karna lu gabisa kerja banyak dan gabisa multitasking jangan lu pikir semua org kek elu validasi sampah apa ini,cuman ngerekam ngedit sama arrange skejul aja intinya nyupir geh tinggal nyetir tiap hari nyetir petani ama damkar lu kata kerjaannya kaga palugada cuman karna lu gabisa kerja banyak gabisa multitasking jangan lu pikir semua org kek elu validasi sampah apa,cuman ngerekam ngedit sama arrange skejul aja int nyupir geh tinggal nyetir tiap har nyetir tan ama damkar lu kata rjaan kaga palugada cuman karna lu gabisa rja banyak gabisa multitasking jangan lu pikir semua org k elu validas sampah apa,0,netral,netral,positif,positif
2.05331e+18,2026-05-10T14:07:11.000Z,@BudiBukanIntel Kenapa mobil polisi dan MBG gak saling tabrak satu sama lain dan bisa memberikan jalan bagi Damkar dan Ambulance.,BudiBukanIntel,in,0,https://x.com/andrew_mnhtns/status/2053476951625810099,725224237.0,andrew_mnhtns,positif,@BudiBukanIntel Kenapa mobil polisi dan MBG gak saling tabrak satu sama lain dan bisa memberikan jalan bagi Damkar dan Ambulance.,kenapa mobil polisi dan mbg gak saling tabrak satu sama lain dan bisa memberikan jalan bagi damkar dan ambulance,kenapa mobil polisi dan mbg tidak saling tabrak satu sama lain dan bisa memberikan jalan bagi damkar dan ambulance,kenapa mobil polisi mbg tidak saling tabrak satu sama lain bisa memberikan jalan bagi damkar ambulance,napa mobil polis mbg tidak saling tabrak satu sama lain bisa mberi jalan bag damkar ambulance,0,netral,netral,positif,positif
2.05295e+18,2026-05-09T06:52:20.000Z,@tir_mcdohll Dan damkar kah ahlinya menurut anda ?ðŸ˜,tir_mcdohll,in,0,https://x.com/L1L178/status/2053005128379314258,2826562393.0,L1L178,negatif,@tir_mcdohll Dan damkar kah ahlinya menurut anda ?ðŸ˜,dan damkar kah ahlinya menurut anda,dan damkar kah ahlinya menurut anda,damkar kah ahlinya menurut anda,damkar  ahl nurut anda,0,netral,netral,positif,positif
2.05312e+18,2026-05-09T15:43:07.000Z,@dramacoKR bangun gedung damkar di depan istana sekarang jugaa!!! cape kebakaran muluðŸ˜­,dramacoKR,in,0,https://x.com/zaiolts/status/2053138704546546079,1.81344e+18,zaiolts,negatif,@dramacoKR bangun gedung damkar di depan istana sekarang jugaa!!! cape kebakaran muluðŸ˜­,bangun gedung damkar di depan istana sekarang jugaa cape kebakaran mulu,bangun gedung damkar di depan istana sekarang jugaa cape kebakaran mulu,bangun gedung damkar depan istana sekarang jugaa cape kebakaran mulu,bangun gedung damkar depan istana sekarang jugaa cape bakaran mulu,0,netral,netral,positif,positif
2.05295e+18,2026-05-09T06:09:54.000Z,"@GoinvintyOne Betul , damkar lebih tanggap slalu ada",GoinvintyOne,in,0,https://x.com/L1L178/status/2052994450197230025,2826562393.0,L1L178,positif,"@GoinvintyOne Betul , damkar lebih tanggap slalu ada",betul damkar lebih tanggap slalu ada,betul damkar lebih tanggap slalu ada,betul damkar lebih tanggap slalu ada,betul damkar lebih tanggap slalu ada,1,positif,positif,positif,positif
2.05147e+18,2026-05-05T01:10:20.000Z,"keinget waktu dokumentasi profesi trus akhirnya milih damkar, hari itu ternyata ada rescue trus aku ikut masuk mobil damkar nya wkwk ikutan panik anjirrðŸ“ˆðŸ“ˆ https://t.co/o67tDARDzG",,in,0,https://x.com/grchlnerruby_/status/2051469510763511869,1.8987e+18,grchlnerruby_,netral,"keinget waktu dokumentasi profesi trus akhirnya milih damkar, hari itu ternyata ada rescue trus aku ikut masuk mobil damkar nya wkwk ikutan panik anjirrðŸ“ˆðŸ“ˆ https://t.co/o67tDARDzG",keinget waktu dokumentasi profesi trus akhirnya milih damkar hari itu ternyata ada rescue trus aku ikut masuk mobil damkar nya wkwk ikutan panik anjirr,keinget waktu dokumentasi profesi trus akhirnya milih damkar hari itu ternyata ada rescue trus saya ikut masuk mobil damkar nya wkwk ikutan panik anjirr,keinget waktu dokumentasi profesi trus akhirnya milih damkar hari ternyata ada rescue trus ikut masuk mobil damkar nya wkwk ikutan panik anjirr,inget waktu dokumentas profes trus akhir milih damkar har nyata ada rescue trus ikut masuk mobil damkar  wkwk ikutan panik anjirr,-1,negatif,negatif,positif,positif
2.05366e+18,2026-05-11T03:09:20.000Z,@ratupatriaa Damkar pun tak sanggup menghadapi kebakaran akibat kebodohan rezim,ratupatriaa,in,0,https://x.com/prischamutiara/status/2053673785031823747,43046044.0,prischamutiara,negatif,@ratupatriaa Damkar pun tak sanggup menghadapi kebakaran akibat kebodohan rezim,damkar pun tak sanggup menghadapi kebakaran akibat kebodohan rezim,damkar pun tak sanggup menghadapi kebakaran akibat kebodohan rezim,damkar pun tak sanggup menghadapi kebakaran akibat kebodohan rezim,damkar pun tak sanggup nghadap bakaran akibat bodohan rezim,0,netral,netral,positif,positif
2.05241e+18,2026-05-10T04:29:42.000Z,"@ellagqross @_ Halo dd, salam kenal juga! Lucu banget ada anak tk disini :3 di tk udah di ajarin apa aja dd? Coba kakak pengen tau. Wkwk kalau telpon damkar ya gapapa nanti kita main hujan2an, kayanya es skrim! Kalau bisa kakak pengen makan semua rasa eskrim seharian. Lucu sekali editan nya ini",ellagqross,in,0,https://x.com/Hantaesfan/status/2053331624482525429,1.75527e+18,Hantaesfan,netral,"@ellagqross @_ Halo dd, salam kenal juga! Lucu banget ada anak tk disini :3 di tk udah di ajarin apa aja dd? Coba kakak pengen tau. Wkwk kalau telpon damkar ya gapapa nanti kita main hujan2an, kayanya es skrim! Kalau bisa kakak pengen makan semua rasa eskrim seharian. Lucu sekali editan nya ini",halo dd salam kenal juga lucu banget ada anak tk disini di tk udah di ajarin apa aja dd coba kakak pengen tau wkwk kalau telpon damkar ya gapapa nanti kita main hujan an kayanya es skrim kalau bisa kakak pengen makan semua rasa eskrim seharian lucu sekali editan nya ini,halo dd salam kenal juga lucu banget ada anak tk disini di tk udah di ajarin apa aja dd coba kakak pengen tau wkwk kalau telpon damkar ya gapapa nanti kita main hujan an kayanya es skrim kalau bisa kakak pengen makan semua rasa eskrim seharian lucu sekali editan nya ini,halo dd salam kenal lucu banget ada anak tk disini tk udah ajarin apa aja dd coba kakak pengen tau wkwk kalau telpon damkar ya gapapa nanti main hujan an kayanya es skrim kalau bisa kakak pengen makan semua rasa eskrim seharian lucu sekali editan nya,halo dd salam nal lucu banget ada anak tk sin tk udah ajarin apa aja dd coba kakak ngen tau wkwk kalau telpon damkar ya gapapa nant main hujan an kaya es skrim kalau bisa kakak ngen ma semua rasa eskrim seharian lucu sekal editan ,2,positif,positif,positif,positif
2.0531e+18,2026-05-10T05:18:54.000Z,"@Netizen_bawel Dulu institusi doreng ini dipuja2, paling peduli rakyat krn yg coklat udah gaje dr dulu.
Lha ini skrg doreng ikutan gaje.
Trus masyarakat minta perlindungan ke siapa lg? Damkar?",Netizen_bawel,in,0,https://x.com/ditoya18/status/2053344003878515166,2737122648.0,ditoya18,netral,"@Netizen_bawel Dulu institusi doreng ini dipuja2, paling peduli rakyat krn yg coklat udah gaje dr dulu.
Lha ini skrg doreng ikutan gaje.
Trus masyarakat minta perlindungan ke siapa lg? Damkar?",dulu institusi doreng ini dipuja paling peduli rakyat krn yg coklat udah gaje dr dulu lha ini skrg doreng ikutan gaje trus masyarakat minta perlindungan ke siapa lg damkar,dulu institusi doreng ini dipuja paling peduli rakyat krn yang coklat udah gaje dr dulu lha ini skrg doreng ikutan gaje trus masyarakat minta perlindungan ke siapa lg damkar,dulu institusi doreng dipuja paling peduli rakyat krn coklat udah gaje dr dulu lha skrg doreng ikutan gaje trus masyarakat minta perlindungan siapa lg damkar,dulu institus doreng puja paling dul rakyat krn coklat udah gaje dr dulu lha skrg doreng ikutan gaje trus masyarakat minta rlindungan siapa lg damkar,0,netral,netral,positif,positif
2.05153e+18,2026-05-05T10:39:45.000Z,"@_riverheaven Ttp aza DAMKAR di hati masyarakat, cantik...",_riverheaven,in,0,https://x.com/AnRoeske02/status/2051612810099196035,1.9667e+18,AnRoeske02,positif,"@_riverheaven Ttp aza DAMKAR di hati masyarakat, cantik...",ttp aza damkar di hati masyarakat cantik,ttp aza damkar di hati masyarakat cantik,ttp aza damkar hati masyarakat cantik,ttp aza damkar hat masyarakat cantik,0,netral,netral,positif,positif
2.05125e+18,2026-05-04T10:40:49.000Z,"Dingin"" gini jd kepengen pelukan sampai damkar yg misahin",,in,0,https://x.com/gerythecats66/status/2051250691176575184,1.2975e+18,gerythecats66,netral,"Dingin"" gini jd kepengen pelukan sampai damkar yg misahin",dingin gini jd kepengen pelukan sampai damkar yg misahin,dingin gini jd kepengen pelukan sampai damkar yang misahin,dingin gini jd kepengen pelukan sampai damkar misahin,ngin gin jd pengen lu sampa damkar misahin,0,netral,netral,positif,positif
2.0537e+18,2026-05-11T06:36:54.000Z,@SaulRaja Lagi di DAMKAR bang,SaulRaja,in,0,https://x.com/epilokc/status/2053726019560022523,2.04607e+18,epilokc,netral,@SaulRaja Lagi di DAMKAR bang,lagi di damkar bang,lagi di damkar bang,lagi damkar bang,lag damkar bang,0,netral,netral,positif,positif
1.81102e+18,2026-05-06T14:51:15.000Z,@twentyfouryaz NGAPA ADA DAMKAR JIRðŸ˜­ðŸ˜­,twentyfouryaz,in,0,https://x.com/blushieecheeks/status/2052038488833622427,2.0348e+18,blushieecheeks,netral,@twentyfouryaz NGAPA ADA DAMKAR JIRðŸ˜­ðŸ˜­,ngapa ada damkar jir,ngapa ada damkar jir,ngapa ada damkar jir,ngapa ada damkar jir,0,netral,netral,positif,positif
2.052e+18,2026-05-07T08:03:18.000Z,"@AikHoki @txtdrimedia @PNS_Ababil Sekarang di jalan kendaraan prioritas itu mobil MBG,Setelah itu ambulan,baru damkar",AikHoki,in,0,https://x.com/RagaSukma_1/status/2052298212120355298,1.59383e+18,RagaSukma_1,negatif,"@AikHoki @txtdrimedia @PNS_Ababil Sekarang di jalan kendaraan prioritas itu mobil MBG,Setelah itu ambulan,baru damkar",sekarang di jalan kendaraan prioritas itu mobil mbg setelah itu ambulan baru damkar,sekarang di jalan kendaraan prioritas itu mobil mbg setelah itu ambulan baru damkar,sekarang jalan kendaraan prioritas mobil mbg setelah ambulan baru damkar,sekarang jalan ndaraan prioritas mobil mbg sete ambulan baru damkar,0,netral,netral,positif,positif
2.04982e+18,2026-04-30T12:09:07.000Z,"Selamat &amp; sukses untuk Dinas Pemadam Kebakaran dan Penyelamatan Kota Bekasi! ðŸ”¥ðŸ†
Atas prestasi gemilang sebagai Juara Umum National Fire Fighter Skill Competition 2026 di Palembang. https://t.co/IttsjDp7Yv",,in,0,https://x.com/pemkotbekasi/status/2049823359840772345,379647347.0,pemkotbekasi,positif,"Selamat &amp; sukses untuk Dinas Pemadam Kebakaran dan Penyelamatan Kota Bekasi! ðŸ”¥ðŸ†
Atas prestasi gemilang sebagai Juara Umum National Fire Fighter Skill Competition 2026 di Palembang. https://t.co/IttsjDp7Yv",selamat amp sukses untuk dinas pemadam kebakaran dan penyelamatan kota bekasi atas prestasi gemilang sebagai juara umum national fire fighter skill competition di palembang,selamat amp sukses untuk dinas pemadam kebakaran dan penyelamatan kota bekasi atas prestasi gemilang sebagai juara umum national fire fighter skill competition di palembang,selamat amp sukses dinas pemadam kebakaran penyelamatan kota bekasi atas prestasi gemilang sebagai juara umum national fire fighter skill competition palembang,selamat amp sukses nas madam bakaran nyelamatan kota bekas atas prestas gemilang sebaga juara umum national fire fighter skill competition palembang,2,positif,positif,positif,positif
2.05127e+18,2026-05-05T01:15:08.000Z,@Aerio_Id @mrtweepsID @yusufgunawan @rwardoyo @PrakosoGrego Wes tau lek. Malah ngrepoti DAMKAR gae evakuasi. ðŸ¤£ðŸ¤£ðŸ¤£,Aerio_Id,in,0,https://x.com/NANDOARMANO/status/2051470717120852014,1.88557e+18,NANDOARMANO,positif,@Aerio_Id @mrtweepsID @yusufgunawan @rwardoyo @PrakosoGrego Wes tau lek. Malah ngrepoti DAMKAR gae evakuasi. ðŸ¤£ðŸ¤£ðŸ¤£,wes tau lek malah ngrepoti damkar gae evakuasi,wes tau lek malah ngrepoti damkar gae evakuasi,wes tau lek malah ngrepoti damkar gae evakuasi,wes tau lek ma ngrepot damkar gae evakuas,0,netral,netral,positif,positif
2.05272e+18,2026-05-08T12:34:57.000Z,"@afrkml enaknya nelpon damkar bang, suruh bawain gerobak syomai",afrkml,in,0,https://x.com/badgen1us_/status/2052728964804989321,1.32291e+18,badgen1us_,negatif,"@afrkml enaknya nelpon damkar bang, suruh bawain gerobak syomai",enaknya nelpon damkar bang suruh bawain gerobak syomai,enaknya nelpon damkar bang suruh bawain gerobak syomai,enaknya nelpon damkar bang suruh bawain gerobak syomai,enak nelpon damkar bang suruh bawain gerobak syoma,0,netral,netral,positif,positif
2.0428e+18,2026-04-11T02:42:15.000Z,"Telah terjadi kebakaran rumah pada Sabtu, 11 April 2026 sekitar pukul 08.10 WIB di kawasan PoJ City, Kota Semarang. Kejadian ini pertama kali dilaporkan oleh Ibu Yovita. Menindaklanjuti laporan tersebut, petugas segera mengerahkan sejumlah armada pemadam kebakaran #kebakaran https://t.co/KJj2Dyq2jB",,in,0,https://x.com/elshinta_smg/status/2042795332954919138,7.7559e+17,elshinta_smg,positif,"Telah terjadi kebakaran rumah pada Sabtu, 11 April 2026 sekitar pukul 08.10 WIB di kawasan PoJ City, Kota Semarang. Kejadian ini pertama kali dilaporkan oleh Ibu Yovita. Menindaklanjuti laporan tersebut, petugas segera mengerahkan sejumlah armada pemadam kebakaran #kebakaran https://t.co/KJj2Dyq2jB",telah terjadi kebakaran rumah pada sabtu april sekitar pukul wib di kawasan poj city kota semarang kejadian ini pertama kali dilaporkan oleh ibu yovita menindaklanjuti laporan tersebut petugas segera mengerahkan sejumlah armada pemadam kebakaran kebakaran,telah terjadi kebakaran rumah pada sabtu april sekitar pukul wib di kawasan poj city kota semarang kejadian ini pertama kali dilaporkan oleh ibu yovita menindaklanjuti laporan tersebut petugas segera mengerahkan sejumlah armada pemadam kebakaran kebakaran,telah terjadi kebakaran rumah sabtu april sekitar pukul wib kawasan poj city kota semarang kejadian pertama kali dilaporkan oleh ibu yovita menindaklanjuti laporan tersebut petugas segera mengerahkan sejumlah armada pemadam kebakaran kebakaran,te jad bakaran rumah sabtu april sekitar pukul wib kawasan poj city kota semarang jadian rtama kal lapor oleh ibu yovita nindaklanjut laporan sebut tugas segera ngerah sejum armada madam bakaran bakaran,0,netral,netral,positif,positif
2.04969e+18,2026-04-30T03:04:46.000Z,"Petugas #pemadam kebakaran DKI melakukan pendataan dan evakuasi warga terdampak #kebakaran di Apartement Mediterania, Jakarta Barat. https://t.co/sXfZPlRB1W",,in,6,https://x.com/SonoraFM92/status/2049686368360734954,180696019.0,SonoraFM92,netral,"Petugas #pemadam kebakaran DKI melakukan pendataan dan evakuasi warga terdampak #kebakaran di Apartement Mediterania, Jakarta Barat. https://t.co/sXfZPlRB1W",petugas pemadam kebakaran dki melakukan pendataan dan evakuasi warga terdampak kebakaran di apartement mediterania jakarta barat,petugas pemadam kebakaran dki melakukan pendataan dan evakuasi warga terdampak kebakaran di apartement mediterania jakarta barat,petugas pemadam kebakaran dki melakukan pendataan evakuasi warga terdampak kebakaran apartement mediterania jakarta barat,tugas madam bakaran dk laku ndataan evakuas warga dampak bakaran apartement diterania jakarta barat,0,netral,netral,positif,positif
