conversation_id_str,created_at,full_text,in_reply_to_screen_name,lang,retweet_count,tweet_url,user_id_str,username,label_pakar,full_text_bersih,text_clean,text_normal,text_stopword,text_stemmed,skor_sentimen,label_sentimen,label_otomatis
2.048e+18,2026-04-25T11:30:00.000Z,"Dinas Pemadam Kebakaran Kota Semarang menempuh jalur hukum setelah diprank laporan palsu kebakaran yang diduga dilakukan debt collector (DC) pinjaman online untuk menekan korban utang.

""Kami tidak bisa menerima tindakan seperti ini. Layanan kedaruratan seharusnya digunakan untuk https://t.co/RfIWNCQ5xO",,in,23,https://x.com/akuratco/status/2048001576883957767,7.86549e+17,akuratco,netral,"Dinas Pemadam Kebakaran Kota Semarang menempuh jalur hukum setelah diprank laporan palsu kebakaran yang diduga dilakukan debt collector (DC) pinjaman online untuk menekan korban utang.

""Kami tidak bisa menerima tindakan seperti ini. Layanan kedaruratan seharusnya digunakan untuk https://t.co/RfIWNCQ5xO",dinas pemadam kebakaran kota semarang menempuh jalur hukum setelah diprank laporan palsu kebakaran yang diduga dilakukan debt collector dc pinjaman online untuk menekan korban utang kami tidak bisa menerima tindakan seperti ini layanan kedaruratan seharusnya digunakan untuk,dinas pemadam kebakaran kota semarang menempuh jalur hukum setelah diprank laporan palsu kebakaran yang diduga dilakukan debt collector dc pinjaman online untuk menekan korban utang kami tidak bisa menerima tindakan seperti ini layanan kedaruratan seharusnya digunakan untuk,dinas pemadam kebakaran kota semarang menempuh jalur hukum setelah diprank laporan palsu kebakaran diduga dilakukan debt collector dc pinjaman online menekan korban utang tidak bisa menerima tindakan seperti layanan kedaruratan seharusnya digunakan,nas madam bakaran kota semarang nempuh jalur hukum sete prank laporan palsu bakaran duga laku debt collector dc pinjaman online ne korban utang tidak bisa nerima tinda sepert layanan daruratan seharus guna,-1,negatif,negatif
2.05149e+18,2026-05-05T03:36:52.000Z,@mrchristwibowo Langsung tlp damkar ajahhhh,mrchristwibowo,in,0,https://x.com/LexMarteg/status/2051506385163264069,335212065.0,LexMarteg,positif,@mrchristwibowo Langsung tlp damkar ajahhhh,langsung tlp damkar ajahhhh,langsung tlp damkar ajahhhh,langsung tlp damkar ajahhhh,langsung tlp damkar ajahhhh,0,netral,netral
2.05189e+18,2026-05-06T05:19:47.000Z,"Kafe di Jalan Kuini Pekanbaru Terbakar, Damkar Kerahkan Lima Mobil Pemadam https://t.co/6YHEiaSayu",,in,0,https://x.com/GoRiauCom/status/2051894676832358443,1632918924.0,GoRiauCom,positif,"Kafe di Jalan Kuini Pekanbaru Terbakar, Damkar Kerahkan Lima Mobil Pemadam https://t.co/6YHEiaSayu",kafe di jalan kuini pekanbaru terbakar damkar kerahkan lima mobil pemadam,kafe di jalan kuini pekanbaru terbakar damkar kerahkan lima mobil pemadam,kafe jalan kuini pekanbaru terbakar damkar kerahkan lima mobil pemadam,kafe jalan kuin kanbaru bakar damkar rah lima mobil madam,-1,negatif,negatif
2.04182e+18,2026-04-08T10:25:23.000Z,"Petugas pemadam kebakaran (damkar) bernama Bimo Margo Hutomo (29) jadi korban begal di Jalan KH Hasyim Ashari, Cideng, Gambir, Jakarta Pusat. Korban mengalami luka di kepala, muka, sampai tangan, usai dianiaya sekelompok begal.

Peristiwa ini terjadi pada Kamis (2/4) dini hari https://t.co/VYbzB58Lhb",,in,13,https://x.com/kumparan/status/2041824721835319580,7.59693e+17,kumparan,netral,"Petugas pemadam kebakaran (damkar) bernama Bimo Margo Hutomo (29) jadi korban begal di Jalan KH Hasyim Ashari, Cideng, Gambir, Jakarta Pusat. Korban mengalami luka di kepala, muka, sampai tangan, usai dianiaya sekelompok begal.

Peristiwa ini terjadi pada Kamis (2/4) dini hari https://t.co/VYbzB58Lhb",petugas pemadam kebakaran damkar bernama bimo margo hutomo jadi korban begal di jalan kh hasyim ashari cideng gambir jakarta pusat korban mengalami luka di kepala muka sampai tangan usai dianiaya sekelompok begal peristiwa ini terjadi pada kamis dini hari,petugas pemadam kebakaran damkar bernama bimo margo hutomo jadi korban begal di jalan kh hasyim ashari cideng gambir jakarta pusat korban mengalami luka di kepala muka sampai tangan usai dianiaya sekelompok begal peristiwa ini terjadi pada kamis dini hari,petugas pemadam kebakaran damkar bernama bimo margo hutomo jadi korban begal jalan kh hasyim ashari cideng gambir jakarta pusat korban mengalami luka kepala muka sampai tangan usai dianiaya sekelompok begal peristiwa terjadi kamis dini hari,tugas madam bakaran damkar bernama bimo margo hutomo jad korban begal jalan kh hasyim ashar cideng gambir jakarta pusat korban ngalam luka pala muka sampa tangan usa aniaya sekelompok begal ristiwa jad kamis n har,-2,negatif,negatif
2.05225e+18,2026-05-07T04:51:00.000Z,"Video seorang pemotor yang pingsan saat berhenti di simpang empat DPRD Gunungkidul viral di media sosial. Damkarmat menyebut pemotor itu merupakan anggotanya dan memiliki riwayat sakit jantung.

Via @detikjogja_
https://t.co/7CFnrvZXWq",,in,0,https://x.com/detikcom/status/2052249817934331970,69183155.0,detikcom,netral,"Video seorang pemotor yang pingsan saat berhenti di simpang empat DPRD Gunungkidul viral di media sosial. Damkarmat menyebut pemotor itu merupakan anggotanya dan memiliki riwayat sakit jantung.

Via @detikjogja_
https://t.co/7CFnrvZXWq",video seorang pemotor yang pingsan saat berhenti di simpang empat dprd gunungkidul viral di media sosial damkarmat menyebut pemotor itu merupakan anggotanya dan memiliki riwayat sakit jantung via,video seorang pemotor yang pingsan saat berhenti di simpang empat dprd gunungkidul viral di media sosial damkarmat menyebut pemotor itu merupakan anggotanya dan memiliki riwayat sakit jantung via,video seorang pemotor pingsan saat berhenti simpang empat dprd gunungkidul viral media sosial damkarmat menyebut pemotor merupakan anggotanya memiliki riwayat sakit jantung via,video seorang motor pingsan saat berhent simpang empat dprd gunungkidul viral dia sosial damkarmat nyebut motor rupa anggota milik riwayat sakit jantung via,0,netral,netral
2.05118e+18,2026-05-04T06:29:06.000Z,"@apalagijuni iyaa, damkar emang yang terbaik",apalagijuni,in,0,https://x.com/mudahtertawa_/status/2051187344951431554,1.53927e+18,mudahtertawa_,positif,"@apalagijuni iyaa, damkar emang yang terbaik",iyaa damkar emang yang terbaik,iyaa damkar emang yang terbaik,iyaa damkar emang terbaik,iyaa damkar emang baik,0,netral,netral
2.04652e+18,2026-05-04T15:16:31.000Z,"@Jukhwi @_ Aihh masa sih keren, kerenan dd deh rasanya. GUD IDE??? Nanti aku bawa selang damkar ya biar kalau ada yang mau memisahkan, kita semprot duluan! Kalau aku ttori yang artinya anak ayam, kata orang orang aku mirip ayam dd apakah benar?",Jukhwi,in,0,https://x.com/leesohem/status/2051320071101030615,2333671272.0,leesohem,netral,"@Jukhwi @_ Aihh masa sih keren, kerenan dd deh rasanya. GUD IDE??? Nanti aku bawa selang damkar ya biar kalau ada yang mau memisahkan, kita semprot duluan! Kalau aku ttori yang artinya anak ayam, kata orang orang aku mirip ayam dd apakah benar?",aihh masa sih keren kerenan dd deh rasanya gud ide nanti aku bawa selang damkar ya biar kalau ada yang mau memisahkan kita semprot duluan kalau aku ttori yang artinya anak ayam kata orang orang aku mirip ayam dd apakah benar,aihh masa sih keren kerenan dd deh rasanya gud ide nanti saya bawa selang damkar ya biar kalau ada yang mau memisahkan kita semprot duluan kalau saya ttori yang artinya anak ayam kata orang orang saya mirip ayam dd apakah benar,aihh masa sih keren kerenan dd deh rasanya gud ide nanti bawa selang damkar ya biar kalau ada mau memisahkan semprot duluan kalau ttori artinya anak ayam kata orang orang mirip ayam dd apakah benar,aihh masa sih ren renan dd deh rasa gud ide nant bawa selang damkar ya biar kalau ada mau misah semprot duluan kalau ttor art anak ayam kata orang orang mirip ayam dd apa benar,1,positif,positif
2.0533e+18,2026-05-10T05:11:57.000Z,@cahyanicuy @wooforseokk pak damkar tolong bangun pos di samping balai istana â˜ºï¸,cahyanicuy,in,0,https://x.com/rtnmrty/status/2053342253578682658,248581407.0,rtnmrty,positif,@cahyanicuy @wooforseokk pak damkar tolong bangun pos di samping balai istana â˜ºï¸,pak damkar tolong bangun pos di samping balai istana,pak damkar tolong bangun pos di samping balai istana,pak damkar tolong bangun pos samping balai istana,pak damkar tolong bangun pos samping bala istana,0,netral,netral
2.05327e+18,2026-05-10T09:51:53.000Z,@Naandaa27 Tambah damkar juga,Naandaa27,in,0,https://x.com/Draprayogi/status/2053412701167362055,1116793544.0,Draprayogi,positif,@Naandaa27 Tambah damkar juga,tambah damkar juga,tambah damkar juga,tambah damkar,tambah damkar,0,netral,netral
2.05156e+18,2026-05-05T07:16:47.000Z,"Kapolsek Pesanggrahan bersama anggota kepolisian dan petugas pemadam kebakaran (Damkar) menunjukkan respon cepat dan kepedulian tinggi dengan melaksanakan evakuasi warga terdampak di Perumahan Sangrila 2, Jl. Sakti Raya RT 005/06, Kelurahan Petukangan Selatan, https://t.co/Q298NMTvnN",,in,0,https://x.com/polisijaksel/status/2051561729050788089,7.79324e+17,polisijaksel,positif,"Kapolsek Pesanggrahan bersama anggota kepolisian dan petugas pemadam kebakaran (Damkar) menunjukkan respon cepat dan kepedulian tinggi dengan melaksanakan evakuasi warga terdampak di Perumahan Sangrila 2, Jl. Sakti Raya RT 005/06, Kelurahan Petukangan Selatan, https://t.co/Q298NMTvnN",kapolsek pesanggrahan bersama anggota kepolisian dan petugas pemadam kebakaran damkar menunjukkan respon cepat dan kepedulian tinggi dengan melaksanakan evakuasi warga terdampak di perumahan sangrila jl sakti raya rt kelurahan petukangan selatan,kapolsek pesanggrahan bersama anggota kepolisian dan petugas pemadam kebakaran damkar menunjukkan respon cepat dan kepedulian tinggi dengan melaksanakan evakuasi warga terdampak di perumahan sangrila jl sakti raya rt kelurahan petukangan selatan,kapolsek pesanggrahan bersama anggota kepolisian petugas pemadam kebakaran damkar menunjukkan respon cepat kepedulian tinggi melaksanakan evakuasi warga terdampak perumahan sangrila jl sakti raya rt kelurahan petukangan selatan,kapolsek sanggrahan bersama anggota polisian tugas madam bakaran damkar nunjuk respon cepat pedulian tingg laksana evakuas warga dampak rumahan sangrila jl sakt raya rt lurahan tukangan selatan,2,positif,positif
2.05192e+18,2026-05-06T07:46:40.000Z,@Ibenkkkkkkkk Minta izin damkar aja bisa ga sih?,Ibenkkkkkkkk,in,0,https://x.com/laufeysonnn_/status/2051931640482717810,1324522632.0,laufeysonnn_,positif,@Ibenkkkkkkkk Minta izin damkar aja bisa ga sih?,minta izin damkar aja bisa ga sih,minta izin damkar aja bisa tidak sih,minta izin damkar aja bisa tidak sih,minta izin damkar aja bisa tidak sih,0,netral,netral
2.05117e+18,2026-05-04T05:23:23.000Z,"Kapolres Tuban beserta staf dan jajaran, mengucapkan :

""Selamat Hari Pemadam Kebakaran Internasional"" https://t.co/M4b4qudqrW",,in,0,https://x.com/Suwono17478413/status/2051170805858582942,1.45014e+18,Suwono17478413,positif,"Kapolres Tuban beserta staf dan jajaran, mengucapkan :

""Selamat Hari Pemadam Kebakaran Internasional"" https://t.co/M4b4qudqrW",kapolres tuban beserta staf dan jajaran mengucapkan selamat hari pemadam kebakaran internasional,kapolres tuban beserta staf dan jajaran mengucapkan selamat hari pemadam kebakaran internasional,kapolres tuban beserta staf jajaran mengucapkan selamat hari pemadam kebakaran internasional,kapolres tuban beserta staf jajaran ngucap selamat har madam bakaran internasional,1,positif,positif
2.05241e+18,2026-05-10T02:51:53.000Z,"@ellagqross @_ Salam kenal, halo ayas noona! Padahal panggil damkar bisa buat ngapain aja lho noon, misalnya suatu hari nanti kalo noona lagi sendirian, noona bisa minta temenin mereka. Ada, jawabannya ACAI naega maneun cowahe. Kalo ini sih setiap situasi wajib ada. Noona sendiri gimana?",ellagqross,in,0,https://x.com/vseonghyeon/status/2053307007730597945,7.87621e+17,vseonghyeon,positif,"@ellagqross @_ Salam kenal, halo ayas noona! Padahal panggil damkar bisa buat ngapain aja lho noon, misalnya suatu hari nanti kalo noona lagi sendirian, noona bisa minta temenin mereka. Ada, jawabannya ACAI naega maneun cowahe. Kalo ini sih setiap situasi wajib ada. Noona sendiri gimana?",salam kenal halo ayas noona padahal panggil damkar bisa buat ngapain aja lho noon misalnya suatu hari nanti kalo noona lagi sendirian noona bisa minta temenin mereka ada jawabannya acai naega maneun cowahe kalo ini sih setiap situasi wajib ada noona sendiri gimana,salam kenal halo ayas noona padahal panggil damkar bisa buat ngapain aja lho noon misalnya suatu hari nanti kalau noona lagi sendirian noona bisa minta temenin mereka ada jawabannya acai naega maneun cowahe kalau ini sih setiap situasi wajib ada noona sendiri gimana,salam kenal halo ayas noona padahal panggil damkar bisa buat ngapain aja lho noon misalnya suatu hari nanti kalau noona lagi sendirian noona bisa minta temenin ada jawabannya acai naega maneun cowahe kalau sih setiap situasi wajib ada noona sendiri gimana,salam nal halo ayas noona padahal panggil damkar bisa buat ngapain aja lho noon misal suatu har nant kalau noona lag sendirian noona bisa minta temenin ada jawaban aca naega maneun cowahe kalau sih setiap situas wajib ada noona sendir gimana,0,netral,netral
2.05371e+18,2026-05-11T06:02:00.000Z,@MamaLemonmoh @damkar_RI 1 orang damkar lebih berguna dari 10 polisi dan 10 TNI,MamaLemonmoh,in,0,https://x.com/abdulmukti691/status/2053717238272946530,1.60377e+18,abdulmukti691,positif,@MamaLemonmoh @damkar_RI 1 orang damkar lebih berguna dari 10 polisi dan 10 TNI,orang damkar lebih berguna dari polisi dan tni,orang damkar lebih berguna dari polisi dan tni,orang damkar lebih berguna polisi tni,orang damkar lebih berguna polis tn,1,positif,positif
2.0428e+18,2026-04-11T02:42:15.000Z,"Telah terjadi kebakaran rumah pada Sabtu, 11 April 2026 sekitar pukul 08.10 WIB di kawasan PoJ City, Kota Semarang. Kejadian ini pertama kali dilaporkan oleh Ibu Yovita. Menindaklanjuti laporan tersebut, petugas segera mengerahkan sejumlah armada pemadam kebakaran #kebakaran https://t.co/KJj2Dyq2jB",,in,0,https://x.com/elshinta_smg/status/2042795332954919138,7.7559e+17,elshinta_smg,positif,"Telah terjadi kebakaran rumah pada Sabtu, 11 April 2026 sekitar pukul 08.10 WIB di kawasan PoJ City, Kota Semarang. Kejadian ini pertama kali dilaporkan oleh Ibu Yovita. Menindaklanjuti laporan tersebut, petugas segera mengerahkan sejumlah armada pemadam kebakaran #kebakaran https://t.co/KJj2Dyq2jB",telah terjadi kebakaran rumah pada sabtu april sekitar pukul wib di kawasan poj city kota semarang kejadian ini pertama kali dilaporkan oleh ibu yovita menindaklanjuti laporan tersebut petugas segera mengerahkan sejumlah armada pemadam kebakaran kebakaran,telah terjadi kebakaran rumah pada sabtu april sekitar pukul wib di kawasan poj city kota semarang kejadian ini pertama kali dilaporkan oleh ibu yovita menindaklanjuti laporan tersebut petugas segera mengerahkan sejumlah armada pemadam kebakaran kebakaran,telah terjadi kebakaran rumah sabtu april sekitar pukul wib kawasan poj city kota semarang kejadian pertama kali dilaporkan oleh ibu yovita menindaklanjuti laporan tersebut petugas segera mengerahkan sejumlah armada pemadam kebakaran kebakaran,te jad bakaran rumah sabtu april sekitar pukul wib kawasan poj city kota semarang jadian rtama kal lapor oleh ibu yovita nindaklanjut laporan sebut tugas segera ngerah sejum armada madam bakaran bakaran,0,netral,netral
2.0537e+18,2026-05-11T05:24:07.000Z,@interaiksi Liatt yg pertama ak sampe mnta tlong Damkar ðŸ˜­ðŸ™,interaiksi,in,0,https://x.com/danskuss/status/2053707705035161785,742280226.0,danskuss,positif,@interaiksi Liatt yg pertama ak sampe mnta tlong Damkar ðŸ˜­ðŸ™,liatt yg pertama ak sampe mnta tlong damkar,liatt yang pertama ak sampai mnta tlong damkar,liatt pertama ak sampai mnta tlong damkar,liatt rtama ak sampa mnta tlong damkar,0,netral,netral
2.05155e+18,2026-05-05T13:43:30.000Z,"@WatchmenID saya malah kasihan, karena tiap hari harus ngangkat selang damkar. berat.",WatchmenID,in,0,https://x.com/enasdhuhri/status/2051659052590235823,324628717.0,enasdhuhri,positif,"@WatchmenID saya malah kasihan, karena tiap hari harus ngangkat selang damkar. berat.",saya malah kasihan karena tiap hari harus ngangkat selang damkar berat,saya malah kasihan karena tiap hari harus ngangkat selang damkar berat,malah kasihan karena tiap hari harus ngangkat selang damkar berat,ma kasihan karena tiap har harus ngangkat selang damkar berat,0,netral,netral
2.05156e+18,2026-05-05T10:04:08.000Z,"@Xbacottetangga ITULAH KALAU NAMA BAIK DIPERTAHANKAN. KETIKA TERJADI SESUATU MUSIBAH ORG LAIN DENGAN TULUS MEMBANTU. 
SEMOGA TETAP JAYA DAMKAR. 
BEDA DENGAN YG NGANU.. KALAU MUSIBAH KITA TAKUT DIJADIKAN TRRSANGKAAAAâ€¦ MENDING KABOORRR",Xbacottetangga,in,16,https://x.com/GMCsuburbanv8/status/2051603845558743129,1.95446e+18,GMCsuburbanv8,positif,"@Xbacottetangga ITULAH KALAU NAMA BAIK DIPERTAHANKAN. KETIKA TERJADI SESUATU MUSIBAH ORG LAIN DENGAN TULUS MEMBANTU. 
SEMOGA TETAP JAYA DAMKAR. 
BEDA DENGAN YG NGANU.. KALAU MUSIBAH KITA TAKUT DIJADIKAN TRRSANGKAAAAâ€¦ MENDING KABOORRR",itulah kalau nama baik dipertahankan ketika terjadi sesuatu musibah org lain dengan tulus membantu semoga tetap jaya damkar beda dengan yg nganu kalau musibah kita takut dijadikan trrsangkaaaa mending kaboorrr,itulah kalau nama baik dipertahankan ketika terjadi sesuatu musibah org lain dengan tulus membantu semoga tetap jaya damkar beda dengan yang nganu kalau musibah kita takut dijadikan trrsangkaaaa mending kaboorrr,itulah kalau nama baik dipertahankan ketika terjadi sesuatu musibah org lain tulus membantu semoga tetap jaya damkar beda nganu kalau musibah takut dijadikan trrsangkaaaa mending kaboorrr,itu kalau nama baik pertahan tika jad sesuatu musibah org lain tulus mbantu semoga tetap jaya damkar beda nganu kalau musibah takut jadi trrsangkaaaa nding kaboorrr,-2,negatif,negatif
2.05122e+18,2026-05-04T10:14:39.000Z,@isnoear Legal. Mereka kan kena kasus soal yg order fiktif damkar kemarin kak si DC nya hahaha,isnoear,in,0,https://x.com/bismillahyuk_/status/2051244104210858102,2.02468e+18,bismillahyuk_,netral,@isnoear Legal. Mereka kan kena kasus soal yg order fiktif damkar kemarin kak si DC nya hahaha,legal mereka kan kena kasus soal yg order fiktif damkar kemarin kak si dc nya hahaha,legal mereka kan kena kasus soal yang order fiktif damkar kemarin kak si dc nya hahaha,legal kan kena kasus soal order fiktif damkar kemarin kak si dc nya hahaha,legal  na kasus soal order fiktif damkar marin kak s dc  hahaha,0,netral,netral
2.05163e+18,2026-05-05T12:22:43.000Z,@mondeckadiiv Untung kaga ditelfon sama damkar ðŸ˜­,mondeckadiiv,in,0,https://x.com/myshawti/status/2051638720496037951,1.15687e+18,myshawti,netral,@mondeckadiiv Untung kaga ditelfon sama damkar ðŸ˜­,untung kaga ditelfon sama damkar,untung kaga ditelfon sama damkar,untung kaga ditelfon sama damkar,untung kaga telfon sama damkar,1,positif,positif
2.05113e+18,2026-05-04T06:20:52.000Z,"@tanyarlfes Maaf, selain dia, sebaiknya juga telpon damkar atau no hotline polisi, bukan kemarin ada yg telpon no hotline polisi karena belom makan, polisi benar datang ke ruangan ibu tersebut antr makanan, di Banda Aceh,, jgn tunggu ada yg meninggal, gak usah malu, ada nyawa ibu",tanyarlfes,in,2,https://x.com/mimimarisa611/status/2051185269177815152,2.00189e+18,mimimarisa611,positif,"@tanyarlfes Maaf, selain dia, sebaiknya juga telpon damkar atau no hotline polisi, bukan kemarin ada yg telpon no hotline polisi karena belom makan, polisi benar datang ke ruangan ibu tersebut antr makanan, di Banda Aceh,, jgn tunggu ada yg meninggal, gak usah malu, ada nyawa ibu",maaf selain dia sebaiknya juga telpon damkar atau no hotline polisi bukan kemarin ada yg telpon no hotline polisi karena belom makan polisi benar datang ke ruangan ibu tersebut antr makanan di banda aceh jgn tunggu ada yg meninggal gak usah malu ada nyawa ibu,maaf selain dia sebaiknya juga telpon damkar atau no hotline polisi bukan kemarin ada yang telpon no hotline polisi karena belom makan polisi benar datang ke ruangan ibu tersebut antr makanan di banda aceh jgn tunggu ada yang meninggal tidak usah malu ada nyawa ibu,maaf selain sebaiknya telpon damkar no hotline polisi bukan kemarin ada telpon no hotline polisi karena belom makan polisi benar datang ruangan ibu tersebut antr makanan banda aceh jgn tunggu ada meninggal tidak usah malu ada nyawa ibu,maaf selain sebaik telpon damkar no hotline polis bu marin ada telpon no hotline polis karena belom ma polis benar datang ruangan ibu sebut antr makanan banda aceh jgn tunggu ada ninggal tidak usah malu ada nyawa ibu,0,netral,netral
2.0534e+18,2026-05-10T09:32:29.000Z,@kaptentro sudah saatnya panggil damkar untuk padamkan,kaptentro,in,0,https://x.com/skyyblueeue/status/2053407821543461107,1.87066e+18,skyyblueeue,positif,@kaptentro sudah saatnya panggil damkar untuk padamkan,sudah saatnya panggil damkar untuk padamkan,sudah saatnya panggil damkar untuk padamkan,saatnya panggil damkar padamkan,saat panggil damkar padam,0,netral,netral
2.04857e+18,2026-04-27T01:17:00.000Z,"Nasib Bone DC yang Viral Prank Damkar Semarang, Disuruh Jadi Petugas Pemadam Dadakan hingga Dipecat

https://t.co/MDxJJVaBco",,in,0,https://x.com/tribunnews/status/2048572084431827129,124171593.0,tribunnews,netral,"Nasib Bone DC yang Viral Prank Damkar Semarang, Disuruh Jadi Petugas Pemadam Dadakan hingga Dipecat

https://t.co/MDxJJVaBco",nasib bone dc yang viral prank damkar semarang disuruh jadi petugas pemadam dadakan hingga dipecat,nasib bone dc yang viral prank damkar semarang disuruh jadi petugas pemadam dadakan hingga dipecat,nasib bone dc viral prank damkar semarang disuruh jadi petugas pemadam dadakan hingga dipecat,nasib bone dc viral prank damkar semarang suruh jad tugas madam dada hingga pecat,0,netral,netral
2.05331e+18,2026-05-10T06:02:00.000Z,"@Iyangapril_ Antara ambulance sama damkar dulu, tapi kalo ambulancenya bawa mayat ya dahulukan damkar.",Iyangapril_,in,0,https://x.com/RA_besarrr/status/2053354851699179969,2737197288.0,RA_besarrr,positif,"@Iyangapril_ Antara ambulance sama damkar dulu, tapi kalo ambulancenya bawa mayat ya dahulukan damkar.",antara ambulance sama damkar dulu tapi kalo ambulancenya bawa mayat ya dahulukan damkar,antara ambulance sama damkar dulu tapi kalau ambulancenya bawa mayat ya dahulukan damkar,antara ambulance sama damkar dulu tapi kalau ambulancenya bawa mayat ya dahulukan damkar,antara ambulance sama damkar dulu tap kalau ambulance bawa mayat ya dahulu damkar,0,netral,netral
2.05314e+18,2026-05-11T00:44:07.000Z,@is_pelssy Panggil damkar,is_pelssy,in,0,https://x.com/noegroho_basuki/status/2053637240019190192,1.60359e+18,noegroho_basuki,positif,@is_pelssy Panggil damkar,panggil damkar,panggil damkar,panggil damkar,panggil damkar,0,netral,netral
2.04967e+18,2026-04-30T01:46:39.000Z,"Seorang petugas kebersihan MRT jadi sorotan setelah terekam mengikuti gerakan senam dari atas area fasilitas. 

Saat itu, petugas pemadam kebakaran sedang melakukan latihan kebugaran di bawah stasiun.

Dalam video yang beredar, pria tersebut terlihat menirukan gerakan dengan https://t.co/0VPZoQsMVg",,in,2,https://x.com/inilahdotcom/status/2049666711096627287,46693036.0,inilahdotcom,netral,"Seorang petugas kebersihan MRT jadi sorotan setelah terekam mengikuti gerakan senam dari atas area fasilitas. 

Saat itu, petugas pemadam kebakaran sedang melakukan latihan kebugaran di bawah stasiun.

Dalam video yang beredar, pria tersebut terlihat menirukan gerakan dengan https://t.co/0VPZoQsMVg",seorang petugas kebersihan mrt jadi sorotan setelah terekam mengikuti gerakan senam dari atas area fasilitas saat itu petugas pemadam kebakaran sedang melakukan latihan kebugaran di bawah stasiun dalam video yang beredar pria tersebut terlihat menirukan gerakan dengan,seorang petugas kebersihan mrt jadi sorotan setelah terekam mengikuti gerakan senam dari atas area fasilitas saat itu petugas pemadam kebakaran sedang melakukan latihan kebugaran di bawah stasiun dalam video yang beredar pria tersebut terlihat menirukan gerakan dengan,seorang petugas kebersihan mrt jadi sorotan setelah terekam mengikuti gerakan senam atas area fasilitas saat petugas pemadam kebakaran sedang melakukan latihan kebugaran bawah stasiun video beredar pria tersebut terlihat menirukan gerakan,seorang tugas bersihan mrt jad sorotan sete ekam ngikut gera senam atas area fasilitas saat tugas madam bakaran sedang laku latihan bugaran bawah stasiun video beredar pria sebut lihat niru gera,0,netral,netral
2.0537e+18,2026-05-11T06:36:54.000Z,@SaulRaja Lagi di DAMKAR bang,SaulRaja,in,0,https://x.com/epilokc/status/2053726019560022523,2.04607e+18,epilokc,netral,@SaulRaja Lagi di DAMKAR bang,lagi di damkar bang,lagi di damkar bang,lagi damkar bang,lag damkar bang,0,netral,netral
2.0435e+18,2026-04-13T01:30:00.000Z,"Seorang anggota pemadam kebakaran di Pos Pinang, Kota Tangerang, dilaporkan menjadi korban pem*kulan oleh seorang pria yang datang bersama dua orang lainnya.

#ForYourInformation #CariBeritaditvOne #PosDamkar #ViralTangerang #PetugasDamkar #FYI05 #ZA03 https://t.co/FOCntvquYd",,in,3,https://x.com/tvOneNews/status/2043501926285971556,55507370.0,tvOneNews,netral,"Seorang anggota pemadam kebakaran di Pos Pinang, Kota Tangerang, dilaporkan menjadi korban pem*kulan oleh seorang pria yang datang bersama dua orang lainnya.

#ForYourInformation #CariBeritaditvOne #PosDamkar #ViralTangerang #PetugasDamkar #FYI05 #ZA03 https://t.co/FOCntvquYd",seorang anggota pemadam kebakaran di pos pinang kota tangerang dilaporkan menjadi korban pem kulan oleh seorang pria yang datang bersama dua orang lainnya foryourinformation cariberitaditvone posdamkar viraltangerang petugasdamkar fyi za,seorang anggota pemadam kebakaran di pos pinang kota tangerang dilaporkan menjadi korban pem kulan oleh seorang pria yang datang bersama dua orang lainnya foryourinformation cariberitaditvone posdamkar viraltangerang petugasdamkar fyi za,seorang anggota pemadam kebakaran pos pinang kota tangerang dilaporkan menjadi korban pem kulan oleh seorang pria datang bersama dua orang lainnya foryourinformation cariberitaditvone posdamkar viraltangerang petugasdamkar fyi za,seorang anggota madam bakaran pos pinang kota tangerang lapor njad korban m kulan oleh seorang pria datang bersama dua orang lain foryourinformation cariberitaditvone posdamkar viraltangerang tugasdamkar fy za,-1,negatif,negatif
