conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,full_text_bersih
2038463458673631591,2026-03-30T03:48:56.000Z,0,"Kebakaran hebat melanda sebuah pabrik plastik di Gunung Putri, Bogor, Minggu (29/3). 

Pemadam  Kebakaran Kabupaten Bogor mengerahkan sebanyak 10 unit mobil pemadam,  satu unit SCBA mobile, dua unit rescue, serta sejumlah ambulans untuk  menangani kebakaran.
 
 SCBA merupakan https://t.co/3dVC0tLv37",2038463458673631591,https://pbs.twimg.com/amplify_video_thumb/2038463297830502400/img/WSfqEuNOXCk2BcSs.jpg,,in,,0,1,0,https://x.com/akuratco/status/2038463458673631591,786549338818224128,akuratco,bakar hebat landa buah pabrik plastik gunung putri bogor minggu madam bakar kabupaten bogor kerah banyak unit mobil madam satu unit scba mobile unit rescue jumlah ambulans tangan bakar scba rupa
2044985864586248552,2026-04-17T03:47:31.000Z,0,Pada pukul 02.52 WIB operasi pemadaman memasuki tahap pendinginan untuk mengurai material yang mudah terbakar agar tidak menyisakan api maupun asap.,2044986087391858743,,humasjakfire,in,,0,1,0,https://x.com/humasjakfire/status/2044986087391858743,555862521,humasjakfire,pukul wib operasi madam pasuk tahap dingin urai material mudah bakar tidak sisa api maupun asap
2044985864586248552,2026-04-17T03:47:16.000Z,0,"Menindaklanjuti laporan tersebut, unit dan personel segera menuju lokasi untuk melakukan upaya pemadaman. Operasi pemadaman mulai dilaksanakan pada pukul 02.23 WIB. Kemudian api berhasil dilokalisir pada pukul 02.47 WIB.",2044986022061363633,,humasjakfire,in,,0,1,0,https://x.com/humasjakfire/status/2044986022061363633,555862521,humasjakfire,menindaklanjuti lapor sebut unit personel segera tuju lokasi laku upaya madam operasi madam mulai laksana pukul wib kemudian api hasil dilokalisir pukul wib
2039210341549363511,2026-04-01T05:16:46.000Z,1,"Duka datang dari barisan petugas pemadam kebakaran hutan dan lahan (karhutla). Muharmizan, anggota Manggala Agni Daops Sumatera VI/Siak, meninggal dunia usai menjalankan tugas pemadaman di Pulau Bengkalis, Senin (30/3/2026).

#infoRIAU #karhutlaRIAU https://t.co/fRqhCJqjhx",2039210341549363511,https://pbs.twimg.com/media/HEy6_hUa8AAIe9f.jpg,,in,,0,1,3,https://x.com/infoRIAU/status/2039210341549363511,172425532,infoRIAU,duka datang baris tugas madam bakar hutan lahan karhutla muharmizan anggota manggala agni daops sumatera visiak tinggal dunia usai jalan tugas madam pulau bengkal senin
2042405199482908721,2026-04-10T00:52:00.000Z,36,"Velodrom yang digunakan untuk Olimpiade Rio 2016 di Brasil, kebakaran pada Rabu (08/04). 

Api bisa dipadamkan setelah 80 petugas dan 20 mobil pemadam kebakaran dikerahkan ke lokasi. Tidak ada korban dalam kejadian ini. https://t.co/lLhL4PXiuS",2042405199482908721,https://pbs.twimg.com/amplify_video_thumb/2042266690248187904/img/WKFBkQPUqvRmCN27.jpg,,in,,0,0,7,https://x.com/BBCIndonesia/status/2042405199482908721,23772644,BBCIndonesia,velodrom guna olimpiade rio brasil bakar rabu api padam tugas mobil madam bakar kerah lokasi ada korban jadi
2045262386052128774,2026-04-17T22:05:26.000Z,0,"akkk kmaren nerjang banjir, padahal pas berangkat kering kering aja pas sampe di titik banjirnya juga ga ujan aku cobain terjang ehh taunya dalemm woee, motor aku mogok udah di bongkar dll sampe 3 jam ga nyala nyala aku sendiri dan aku kapok ☺️🙏🏻",2045262386052128774,,,in,,0,0,0,https://x.com/muladarinoLL/status/2045262386052128774,1896804710881034240,muladarinoLL,akkk kmaren nerjang banjir padahal pas berangkat kering kering aja pas sampe titik banjir ga ujan aku cobain terjang ehh tau dalemm woee motor aku mogok udah bongkar sampe jam ga nyala nyala aku sendiri aku kapok
2044366799417077797,2026-04-15T10:47:06.000Z,0,Pada pukul 15.49 WIB operasi pemadaman memasuki tahap pendinginan untuk mengurai material yang mudah terbakar agar tidak menyisakan api maupun asap.,2044366900059365826,,humasjakfire,in,,0,1,0,https://x.com/humasjakfire/status/2044366900059365826,555862521,humasjakfire,pukul wib operasi madam pasuk tahap dingin urai material mudah bakar tidak sisa api maupun asap
2036203761929249133,2026-03-23T22:09:42.000Z,12,"⚠️Detik-detik Pesawat Air Canada menabrak mobil pemadam kebakaran

Laporan awal dan rekaman audio ATC menunjukkan bahwa pengontrol lalu lintas udara mengizinkan truk pemadam kebakaran Otoritas Pelabuhan memasuki landasan pacu aktif saat menanggapi keadaan darurat United Airlines",2036203761929249133,,,in,,0,0,3,https://x.com/dxrkchocolx/status/2036203761929249133,1208278977040642050,dxrkchocolx,detikdetik pesawat air canada tabrak mobil madam bakar lapor awal rekam audio atc tunjuk kontrol lalu lintas udara izin truk madam bakar otoritas labuh pasuk landas pacu aktif tanggap ada darurat united airlines
2036031666188328988,2026-03-23T10:45:51.000Z,0,"Sebuah pesawat regional Air Canada Express bertabrakan hebat dengan truk pemadam kebakaran di landasan  pacu, mengakibatkan pilot dan kopilot tewas serta operasional salah satu  bandara tersibuk di Amerika Serikat tersebut lumpuh total.

https://t.co/GQNRmGQbmc",2036031666188328988,,,in,,0,1,0,https://x.com/mediaindonesia/status/2036031666188328988,68930552,mediaindonesia,buah pesawat regional air canada express tabrak hebat truk madam bakar landas pacu akibat pilot kopilot tewas operasional salah satu bandara sibuk amerika serikat sebut lumpuh total
2045261019526914534,2026-04-17T22:00:00.000Z,2,"▶️ BACALAH DOA INI BAGI MUSAFIR

📡 Simak kajian selengkapnya:
https://t.co/9bz3qgefd7

Saat kita bepergian atau singgah di suatu tempat, sering kali muncul rasa khawatir yaitu entah itu takut bahaya, gangguan, atau hal yang tidak diinginkan. Tapi tenang, Islam sudah mengajarkan https://t.co/5CRe0LT0Xy",2045261019526914534,https://pbs.twimg.com/amplify_video_thumb/2045037578324443136/img/cn1EpE-ZOse2k_98.jpg,,in,,0,0,1,https://x.com/ustadzkhalid/status/2045261019526914534,711930830097022976,ustadzkhalid,baca doa bagi musafir simak kaji lengkap kita pergi singgah suatu tempat sering kali muncul rasa khawatir entah takut bahaya ganggu hal tidak ingin tenang islam ajar
2044611939784126557,2026-04-16T03:00:48.000Z,0,"Tim RESCUE Pemadam Kebakaran Bengkulu Selatan menindak lanjuti laporan Bapak Samsu Hermanto untuk mengevakuasi sarang tawon Vespa Affinis pada hari Rabu, 15 April 2026 pukul 19.30 WIB. 

Lokasi sarang tawon tersebut berada di Pasar Ampera, Ketapang Besar

https://t.co/J2w2dtyBUp",2044611939784126557,,,in,,0,0,0,https://x.com/damkarbs/status/2044611939784126557,1390080853569458177,damkarbs,tim rescue madam bakar bengkulu selatan tindak lanjut lapor bapak samsu hermanto evakuasi sarang tawon vespa affinis hari rabu april pukul wib lokasi sarang tawon sebut ada pasar ampera ketapang besar
2041349055645933994,2026-04-07T02:55:15.000Z,1,"𝐏𝐞𝐭𝐮𝐠𝐚𝐬 𝐃𝐚𝐦𝐤𝐚𝐫 𝐉𝐚𝐝𝐢 𝐊𝐨𝐫𝐛𝐚𝐧 𝐁𝐞*𝐚𝐥 𝐝𝐢 𝐆𝐚𝐦𝐛𝐢𝐫, 𝐉𝐚𝐤𝐚𝐫𝐭𝐚 𝐏𝐮𝐬𝐚𝐭

Petugas pemadam kebakaran berinisial BM menjadi korban begal di Jalan KH Hasyim Asy’ari, Cideng, Gambir, Jakarta Pusat, Kamis (2/4/2026) sekitar pukul 03.00 WIB saat melintas https://t.co/RGyOEbySjG",2041349055645933994,https://pbs.twimg.com/amplify_video_thumb/2041348912553025536/img/hPqWda92-5Fyjhwz.jpg,,in,,0,1,0,https://x.com/garudatvnews/status/2041349055645933994,502140136,garudatvnews,tugas madam bakar inisial bm jadi korban begal jalan kh hasyim asyari cideng gambir jakarta pusat kamis pukul wib lintas
2044962677118943612,2026-04-17T02:14:30.000Z,2,"Wargi Bandung, simpan dan bagikan Nomor darurat Kota Bandung 🚨

Mulai layanan darurat terpadu, pemadam kebakaran, medis, hingga penanganan bencana dan gangguan listrik.

Langkah sederhana, bisa jadi penyelamat. Siaga hari ini, selamatkan esok hari! 🙏🏻🙌🏻

#BandungUTAMA https://t.co/lzBuqSVnCo",2044962677118943612,https://pbs.twimg.com/media/HGEqtp9bAAEf9kj.jpg,,in,,0,0,0,https://x.com/halo_bandung/status/2044962677118943612,1933882213,halo_bandung,wargi bandung simpan bagi nomor darurat kota bandung mulai layan darurat padu madam bakar medis hingga tangan bencana ganggu listrik langkah sederhana jadi selamat siaga hari selamat esok hari
2036502646752944485,2026-03-24T17:57:22.000Z,13,"Gw punya 1 wishlist gatau menurut kalian aneh atau enggak, tapi gw pengen banget main ke kantor pemadam kebakaran.. sepengen itu.. please kalo ada damkar atau yang tau, boleh gak sih main ke kantor damkar buat liat liat? 😭😭",2036502646752944485,,,in,,0,7,0,https://x.com/bluevelyz/status/2036502646752944485,1177131317881737216,bluevelyz,gw punya wishlist gatau kalian aneh enggak gw ken banget main kantor madam bakar ken please kalo damkar yang tau gak sih main kantor damkar buat liat liat
2041538882974658691,2026-04-07T15:29:34.000Z,1142,"🇺🇲 Sementara Amerika menantikan terjadinya malapetaka di Iran, kobaran api yang mengerikan di sebuah gudang seluas Satu Juta Kaki persegi di California, Ontario, di mana para petugas pemadam kebakaran berupaya keras untuk mengendalikannya. https://t.co/0Ufxhn1PR6",2041538882974658691,https://pbs.twimg.com/ext_tw_video_thumb/2041538825248456704/pu/img/ADFtlzmvwgPiFXUr.jpg,,in,,3,8,218,https://x.com/yo2thok/status/2041538882974658691,497234852,yo2thok,amerika nanti jadi malapetaka iran kobar api keri buah gudang luas satu juta kaki persegi california ontario mana tugas madam bakar upaya keras kendali
2037425937483190775,2026-03-27T07:06:11.000Z,1,"Sebuah helikopter pemadam kebakaran jenis UH-1 Huey jatuh saat berupaya memadamkan kebakaran hutan di lereng Hout Bay, dekat Taman Nasional Table Mountain, Afrika Selatan, pada Rabu malam (25/3/2026).

Helikopter yang dioperasikan oleh Kishugu Aviation (di bawah kontrak Working https://t.co/4zWAmfXvOR",2037425937483190775,https://pbs.twimg.com/amplify_video_thumb/2037425852007563264/img/xBs6tS-ERnJq8W7Z.jpg,,in,,0,0,0,https://x.com/Metro_TV/status/2037425937483190775,57261519,Metro_TV,buah helikopter madam bakar jenis uh huey jatuh upaya madam bakar hutan lereng hout bay dekat taman nasional table mountain afrika selatan rabu malam helikopter operasi kishugu aviation bawah kontrak working
2042994900082549045,2026-04-12T10:22:15.000Z,12,"@anomali_yang @Yeppa18 Kak imo bukan ratu yg bunuh raja, soalnya pas dia liat raja digotong keluar sama pemadam tuh ada sorot kaget di mata ratu(?) ratu emg kesel trs ngmg ""mending mati aja dah lu"" tp keknya ga sesederhana itu deh. Either raja bundir ketrigger ato ada yg sengaja bikin kebakaran gede🤔",2043273482293874819,,anomali_yang,in,,0,1,0,https://x.com/valeriekly14/status/2043273482293874819,1806949240951988224,valeriekly14,kak imo bukan ratu yg bunuh raja soal pas liat raja gotong keluar sama madam tuh sorot kaget mata ratu ratu emg kesel trs ngmg mending mati aja dah lu tp kek ga sederhana deh either raja bundir ketrigger ato yg sengaja bikin bakar gede
2045198685286605030,2026-04-17T17:54:36.000Z,1,"Kemenkum Jabar pastikan draf RDTR Karawang akomodir jalur  khusus pemadam kebakaran. Kita minimalisir risiko kerugian akibat kebakaran melalui akses jalan yang memadai dalam perencanaan wilayah.

Kemenkum Jabar - Asep Sutandar",2045199260891979896,,kemenkumjabar,in,,0,0,0,https://x.com/kemenkumjabar/status/2045199260891979896,1177725229,kemenkumjabar,kemenkum jabar pasti draf rdtr karawang akomodir jalur khusus madam bakar minimalisir risiko rugi akibat bakar lalu akses jalan pada rencana wilayah kemenkum jabar asep sutandar
2043294888985498031,2026-04-12T11:49:22.000Z,0,"@mandikecil adus mba, nek ra tak kandake pemadam kebakaran",2043295407095353782,,mandikecil,in,,0,1,0,https://x.com/feasttest/status/2043295407095353782,1095335708032622594,feasttest,adus mba nek ra tak kandake madam bakar
2043013448880263532,2026-04-11T17:08:58.000Z,22,"Aksi petugas damkar berjuang memadamkan api yang semakin besar di Gunungsitoli. Ia terlihat tetap tenang di atas atap dengan perlengkapan seadanya dan fokus mengarahkan selang ke sumber api, mencegah kebakaran meluas. Situasi cukup berisiko, namun ia tetap menjalankan tugasnya. https://t.co/WlT3G8pPum",2043013448880263532,https://pbs.twimg.com/ext_tw_video_thumb/2043013406232576000/pu/img/NogbeliCJSvycmTl.jpg,,in,,3,7,8,https://x.com/kumifigo/status/2043013448880263532,1268543192405811206,kumifigo,aksi tugas damkar juang madam api makin besar gunungsitoli lihat tetap tenang atas atap lengkap ada fokus arah selang sumber api cegah bakar luas situasi cukup risiko ia tetap jalan tugas
2041750459795570945,2026-04-08T05:30:18.000Z,3,"Kebakaran terjadi di lantai dua gedung Polres Metro Jakarta Barat pada Rabu (8/4/2026) pagi. Api melalap sejumlah ruangan dan menghanguskan berbagai barang di dalamnya, mulai dari berkas penting hingga furnitur kantor.

Petugas pemadam kebakaran segera dikerahkan ke lokasi untuk https://t.co/2IGDqPq4G5",2041750459795570945,https://pbs.twimg.com/amplify_video_thumb/2041750386730790916/img/ioAQNofPFJV3LUl1.jpg,,in,,1,2,2,https://x.com/Beritasatu/status/2041750459795570945,154102750,Beritasatu,bakar jadi lantai gedung polres metro jakarta barat rabu pagi api lalap jumlah ruang hangus bagai barang dalam mulai berkas penting hingga furnitur kantor tugas madam bakar segera kerah lokasi
2044744027762012427,2026-04-17T04:39:31.000Z,0,"@ainurohman jadi teringat gusdur yang di hujat karena ""jalan-jalan"" sewaktu jadi presiden. padahal kalau yang tahu, dan alasan kenapa ""pencegah"" kebakaran seharusnya lebih di hargai ketimbang pemadam kebakaran

benar kata gusdur, prabowo adalah yang paling iklas",2044999172856885524,,ainurohman,in,,0,0,0,https://x.com/LeonardusLitik/status/2044999172856885524,1427304060,LeonardusLitik,jadi ingat gusdur hujat jalanjalan waktu jadi presiden padahal kalau tahu alas cegah bakar lebih di harga ketimbang madam bakar benar kata gusdur prabowo yang paling iklas
2042795332954919138,2026-04-11T02:42:15.000Z,0,"Telah terjadi kebakaran rumah pada Sabtu, 11 April 2026 sekitar pukul 08.10 WIB di kawasan PoJ City, Kota Semarang. Kejadian ini pertama kali dilaporkan oleh Ibu Yovita. Menindaklanjuti laporan tersebut, petugas segera mengerahkan sejumlah armada pemadam kebakaran #kebakaran https://t.co/KJj2Dyq2jB",2042795332954919138,https://pbs.twimg.com/amplify_video_thumb/2042795255439986688/img/VK93J1yDZ6dQnMV3.jpg,,in,,0,0,0,https://x.com/elshinta_smg/status/2042795332954919138,775589717127507968,elshinta_smg,jadi bakar rumah sabtu april pukul wib kawasan poj city kota semarang jadi pertama kali lapor ibu yovita menindaklanjuti lapor sebut tugas segera kerah jumlah armada madam bakar
2040580004938223761,2026-04-04T23:59:19.000Z,364,"Diduga Tak Dapat Izin Manajer Gunakan APAR, Motor Warga Hangus di SPBU Sriwijaya (4/4/2026)
📍Semarang

Pernah mengikuti pelatihan penggunaan APAR, dan saya sangat ingat pesan dari petugas pemadam kebakaran,
di mana pun dan kapan pun kita melihat atau mengalami kebakaran, segera https://t.co/6XRQUIL7WV",2040580004938223761,https://pbs.twimg.com/ext_tw_video_thumb/2040579955256651776/pu/img/Wmxlln45qO0sNBYp.jpg,,in,,9,92,126,https://x.com/Heraloebss/status/2040580004938223761,1251824880967774208,Heraloebss,duga tak izin manajer guna apar motor warga hangus spbu sriwijaya semarang pernah ikut latih guna apar saya sangat ingat pesan tugas madam bakar mana dan kapan kita lihat alami bakar segera
2036745000789148139,2026-03-25T10:00:23.000Z,1,"NTSB telah memulai investigasi mendalam terhadap insiden fatal di landasan pacu Bandara LaGuardia yang melibatkan pesawat Air Canada Express dan truk pemadam kebakaran. 

Dua pilot pesawat tewas, sementara puluhan penumpang dan petugas darurat luka-luka, dengan cuaca yang tidak https://t.co/scAp9RdFCs",2036745000789148139,https://pbs.twimg.com/ext_tw_video_thumb/2036744951321489408/pu/img/9qaN3CUfK82t5Dlh.jpg,,in,,0,0,0,https://x.com/VIVAcoid/status/2036745000789148139,41730943,VIVAcoid,ntsb mulai investigasi dalam insiden fatal landas pacu bandara laguardia libat pesawat air canada express truk madam bakar pilot pesawat tewas puluh tumpang tugas darurat lukaluka cuaca tidak
2039402418811593045,2026-04-01T18:00:01.000Z,1622,"Seorang petugas pemadam kebakaran gugur dalam tugas setelah berjibaku seharian padamkan Karhutla di Bengkalis.🥲
Innalilahi Wainnailaihi Raji'un https://t.co/NB5lCh58NT",2039402418811593045,https://pbs.twimg.com/amplify_video_thumb/2039394299335585792/img/SFgyQ_kl4i98N6-n.jpg,,in,,6,32,512,https://x.com/P3gEl/status/2039402418811593045,224431376,P3gEl,orang tugas madam bakar gugur tugas jibaku hari padam karhutla bengkal innalilahi wainnailaihi rajiun
2043189430517965166,2026-04-12T04:48:15.000Z,0,"𝗧𝗔𝗞𝗟𝗜𝗠𝗔𝗧 𝗗𝗔𝗡 𝗟𝗔𝗧𝗜𝗛𝗔𝗡 𝗣𝗘𝗠𝗔𝗗𝗔𝗠𝗔𝗡 𝗔𝗣𝗜 𝗦𝗘𝗪𝗔𝗞𝗧𝗨 𝗞𝗘𝗕𝗔𝗞𝗔𝗥𝗔𝗡
12 April 2026 | 9.00 Pagi https://t.co/WPDZKtsRfe",2043189430517965166,https://pbs.twimg.com/media/HFrd8wEasAAksyx.jpg,,in,,0,0,0,https://x.com/pdtkulim/status/2043189430517965166,262427500,pdtkulim,april pagi
2034729922409927105,2026-03-19T20:33:11.000Z,13,"BREAKING NEWS: 
Si jago merah melahap sebuah gudang rongsok di Kelurahan Kalibaru, Bekasi, Kamis (19/3) siang. Saat ini petugas pemadam kebakaran sudah berada di lokasi dan tengah berupaya memadamkan api agar tidak merambat ke pemukiman sekitar. Tetap waspada bagi warga yang https://t.co/rmJ9uV5ERy",2034729922409927105,https://pbs.twimg.com/ext_tw_video_thumb/2034729895008583680/pu/img/GTBHBAOzrvTk3-AR.jpg,,in,,0,3,2,https://x.com/mrtweepsID/status/2034729922409927105,155157511,mrtweepsID,breaking news si jago merah lahap buah gudang rongsok lurah kalibaru bekas kamis siang ini tugas madam bakar ada lokasi tengah upaya madam api tidak rambat mukim tetap waspada warga
2044279490277454126,2026-04-15T05:00:57.000Z,0,"Kemenkum Jabar membedah aturan teknis tentang pemadam api ringan di setiap kios pasar Bekasi. Kami pastikan standar keselamatan kebakaran menjadi prioritas utama yang diatur secara legal dalam peraturan daerah Bekasi.

Kemenkum  Jabar - Asep Sutandar",2044279790136623176,,kemenkumjabar,in,,0,0,0,https://x.com/kemenkumjabar/status/2044279790136623176,1177725229,kemenkumjabar,kemenkum jabar bedah atur teknis madam api ringan tiap kios pasar bekas pasti standar selamat bakar jadi prioritas utama atur legal atur daerah bekas kemenkum jabar asep sutandar
2043204396369203358,2026-04-12T13:55:10.000Z,0,"@Kanseulir Mobil Pemadam kebakaran, ambulance, police baru MBG",2043327067421589731,,Kanseulir,in,,0,0,0,https://x.com/JAVAaja/status/2043327067421589731,71347810,JAVAaja,mobil madam bakar ambulance police baru mbg
2044831698916200621,2026-04-16T17:34:06.000Z,0,Penanganan lingkungannya harus dilakukan oleh tenaga ahli seperti petugas Pemadam Kebakaran atau BPBD. Mereka biasanya akan melakukan penggalian total untuk membongkar sumber panasnya-,2044831715647197443,,cherveyla,in,,0,1,0,https://x.com/cherveyla/status/2044831715647197443,1481349471023685641,cherveyla,tangan lingkung laku tenaga ahli tugas madam bakar bpbd biasa laku gali total bongkar sumber panas
2032390024843686124,2026-03-13T09:35:16.000Z,1,"Sudis Gulkarmat Jakbar mengerahkan sebanyak 28 unit mobil pemadam kebakaran dan 140 petugas untuk memadamkan kebakaran yang meludeskan usaha konveksi, warung makan tegal, serta puluhan rumah di Jalan Tanah Sereal 3 RT 11 RW 09 Kelurahan Tanah Sereal, Tambora, Jumat (13/3). https://t.co/cofJrUxRQJ",2032390024843686124,https://pbs.twimg.com/media/HDR_zdla8AAbOEP.jpg,,in,,0,0,0,https://x.com/kotajakbar/status/2032390024843686124,587872495,kotajakbar,sudis gulkarmat jakbar kerah banyak unit mobil madam bakar tugas madam bakar ludes usaha konveksi warung makan tegal puluh rumah jalan tanah real rt rw lurah tanah real tambora jumat
2036744959903097087,2026-03-25T10:00:13.000Z,0,"NTSB telah memulai investigasi mendalam terhadap insiden fatal di landasan pacu Bandara LaGuardia yang melibatkan pesawat Air Canada Express dan truk pemadam kebakaran. 

Dua pilot pesawat tewas, sementara puluhan penumpang dan petugas darurat luka-luka, dengan cuaca yang tidak https://t.co/US4J3US964",2036744959903097087,https://pbs.twimg.com/ext_tw_video_thumb/2036744934775025664/pu/img/ciOZkQ_ETW5buLDC.jpg,,in,,0,0,0,https://x.com/VIVAcoid/status/2036744959903097087,41730943,VIVAcoid,ntsb mulai investigasi dalam insiden fatal landas pacu bandara laguardia libat pesawat air canada express truk madam bakar pilot pesawat tewas puluh tumpang tugas darurat lukaluka cuaca tidak
